id,articleType,path,readable,width,height,source_mode,file_bytes,file_sha256,pixel_sha256,thumbnail_sha256,standardized_sha256,dhash,border_brightness,error
900010,Eyeshadow,notebooks/Task1/dataset1/images/900010.jpg,True,92,129,RGB,8597,e2fb8d7d9ca0a8ae4e93ad2b47a7391e1a8763bb933462af296190843d205cf9,5d1de455a97c1f7e1c7944bec0438d3618a067e8ab2af66c2f12cd906155521b,d9d8e44c1390200655210a9782ffffaa62ed429dfd9f881253cf709e73260e89,8415d2534f47925d7428dae2b5fd0062bbbed95205f451a587da9e7eeaf1e6de,10125878933185182781,91.49543378995433,
900011,Eyeshadow,notebooks/Task1/dataset1/images/900011.jpg,True,229,228,RGB,24194,a1958b1c5fb5a9b88c89e49cd243bb26d562c656b08a7ee366717cf74b7bc295,90b0461928c77abf0ac6f15a046fa3e1ab928d4be044d8469542a5a51b768077,9ed9e5da7a3571eb64f55d42970dde69481f29acc81fce7e77b3c81d8907711c,84d5243c79d01c081802b58d3ba55aa641430eb60e3414de65ea6a73b26afd6b,11909368602700450890,167.7882783882784,
900012,Eyeshadow,notebooks/Task1/dataset1/images/900012.jpg,True,177,178,RGB,14901,afc6fe9297284ca0fa418c79204d69f7cd9db1d0f35a390079b00fd4ec641127,d006c0fab61361b98d8da4c212d89ac6a109b298acfd2404de5655e9c127f660,79dd93afeca9e6b65a850d813ae6a1b71487d4dd2705f5255650cd5b15622aa4,6045e8d482f2b5a796a59197848b31db64305e963215b9ed99d477618f97562d,15181670813028403559,119.171388101983,
900013,Eyeshadow,notebooks/Task1/dataset1/images/900013.jpg,True,99,139,RGB,6658,ab0b7fff77f0f5f0ddc9ba26b06166f012d6d7632633bedfcda9742ab7bdd197,6f87a6aeb525e70cc471cf4faa64daee94f28e4dde6c4718a7eeac3d81a847f8,43afab7fbbf0945a660f9fe9e717db536936e8ead50953fac56f65e1f8ff57bf,b03dc731327748971f295ce4629ef8127774e9291400238ea82852fd941baafe,14536694799605614770,19.55720338983051,
900014,Eyeshadow,notebooks/Task1/dataset1/images/900014.jpg,True,47,157,RGB,6131,1e5e5b5d5f5f854b87b74dc8273201f2461d05836a1a61134d861b53c3b9518e,fc0aa4e59af7a2c8a5c2600404b5c7df475ca5c38bdbbe96f903c61c796419bc,30d3a900ebcfadde19c51bf020a8d9ddf61a084de29d233093129ce6ef1e9e04,b34052eaf19578ed662576c3383d4c9c2ea89313793e6ce6ae0de8555c0b154c,8088116493569688230,141.6105610561056,
900015,Eyeshadow,notebooks/Task1/dataset1/images/900015.jpg,True,155,128,RGB,14363,14d50b7e13f9e51f741ac8038be2fc46f0df88eb0ab4a41b09810a504e606f8a,db35fc3c0735a0db55efa7b09c3da99d1e2e8f5dcc8c6b28c45594accfd2f608,78bd55223dbfeba97efd42cf364ea85edcbb29949284a20644c21556bd0f6363,90e2053f56a7115866762ca3856cfa8772ef91ea5f8825de9ad35a4398860949,1388400281773519858,95.20462633451957,
900016,Eyeshadow,notebooks/Task1/dataset1/images/900016.jpg,True,214,163,RGB,19792,00eb2b6ea13408ad0ba31fa13973b1ac9a2a3b0c91ac01c21695dffa58ddb596,8e6b6e525e517514481912fe99237d5c6840703fbdccdc103106ca7c01321137,77c93cb40046a2051c425dc09e48567167b2284adff39de9a58da755aa48e852,cb0cdc424c5e80417ec14e30d9deb72867afeb9cf060c1f2ea392abcb10b1f3d,17777491258365211700,128.2542222222222,
900017,Eyeshadow,notebooks/Task1/dataset1/images/900017.jpg,True,158,162,RGB,12153,2d2d964e39e637656ce9a573f7ba83bc555655e103d277071324302afe66caf1,73218c64028e84c213ea3acce112c922b22bbab4619233ddfaa93abfd0ea42ac,d1cf770dc1a8b123ef0da1959e3d7f5e04a0a161d17971c15ad3d1cc791dc229,f669598944cd7a31c0052aa374767c70f1760cd454d2e731bbb88857f8f77f93,5444014409410578240,142.9224318658281,
900018,Eyeshadow,notebooks/Task1/dataset1/images/900018.jpg,True,190,185,RGB,16222,31801112c949574d282f0a03c367ecd28bb555e55e03ddf5039bae0437a24ae6,0bb570d4b889768490e5b1960669afc896ce1b18e321f63d0284d9f46fe2cced,fa35bc7d6e6f0131b6bdb81be480ee5bbd30536d7baa2d48755582c6d760305a,05e502b93a2c34ac9a7a3fcf395d8731017b87b0fd78e9cd9cc09e0b22d0c4ef,8957122225910254574,168.69079535299375,
900019,Eyeshadow,notebooks/Task1/dataset1/images/900019.jpg,True,177,162,RGB,12579,b12c6a704dcfa7ca560dd2725a41c9703b4f9c8070c8be1bee0b450873548a71,2cfc3738f56bc084847ab10f3203269c2be607dec14166d144022a5af7c0605e,581610a67711a3caa64f0a34f08b9247c3db8a5e4f5baf72963a7f20a9de6a67,20d6d97713ed6af27865103e8e184e2469bd3191b76862cb463b9976a45ac80d,2750642809625455629,121.26211671612265,
900020,Eyeshadow,notebooks/Task1/dataset1/images/900020.jpg,True,240,254,RGB,37383,222260d2f6a565d1706fee4a007504aaaa7fc0f4f59303c80e80795d4d1296ef,0855428b5df3af7c8e1624ed7dbe382cf6d1a3020b9b397889a237cc4e3657fa,74c9b2bd8e6b4979deef932e57bb4d768daf3861d11ef068c97c1bb83209b76c,4b286e82a78792ffcdf864c6a2d59292897bc20cb4b9931e82c715adb9fcfeed,4331960816956022729,140.51558265582656,
900021,Eyeshadow,notebooks/Task1/dataset1/images/900021.jpg,True,142,147,RGB,9279,71f9f1a4834df399d31832add7cd6a02816594fea7a0f1f52c878031e8ce75b1,568323176b56808f9a1482c92f86ab32ca4885dbfaa665c8af764fab6cf5a821,159b2928d1b16b67803c3d2ed0195b120dfaf8aa1e18f3fd6f20289cab86baf9,e9c71a544f020073fa2de19b34297736475dc52a13b8b93b24abdc1a6fe0b4f7,12205529942475770822,44.02787456445993,
900022,Eyeshadow,notebooks/Task1/dataset1/images/900022.jpg,True,174,161,RGB,13472,dd73437c7a6ab077ef9d5a99960cba5cda4cca25932683b1f960e45539ecfbbb,7c1b8943dd6e2f0dd87dc23df3acaa4bd02f47cc43351522897babd672ca5200,457afc93aa7de2a3a8ac34057c5422359038e9c28733953ade4345b6a99fd348,37892ea5ef855a0acdb813bc442fbd9612682f5ead5989ba382973e80964aae6,10856399208858971358,113.57107107107107,
900023,Eyeshadow,notebooks/Task1/dataset1/images/900023.jpg,True,248,248,RGB,32783,eaeb52e5c1bedd2664eca8329db42f21c9563e0f87d34bfe659e9f765a137237,f3cc629fd887f4c33f902f9a2845249ea6af77f82c19b441c7d072aba4f9aeb8,419e76e00f2ac239f09cde94999a626ae7607f3ab864f7998414300e80fe40c3,eacbc4ee6c8886646e9f702214fcbf8908a33df3578072f64e94a089fe262c69,1785121168940965820,165.277665317139,
900024,Eyeshadow,notebooks/Task1/dataset1/images/900024.jpg,True,134,142,RGB,8511,436b4cb277b781daeee64e455c828879ff45f097b8f5d8c19c565c1802328fd7,a794a412aa97d090ceea0c11cfece93d9089fd56e50a3f679bb6a0f88961bf86,babbd72259fb76bcf2cc5f0f7fe2d1df90555735ce9e09e9d08d0acb2ccfaf35,fca5cdf12996cedbf300cccacfdfe9fde43b452d93bd8f5c278f6d6559224420,7794945070915587469,143.3911192214112,
900025,Eyeshadow,notebooks/Task1/dataset1/images/900025.jpg,True,222,186,RGB,20608,f4e7a7ab55e76d18ce52ea4f010c1843f01000228b6d8c9e81d288a85a1d5771,360cdb14b57beaea2594c93549c7b5255d5cf36a3346b8a4eab5129edf7ce4e5,db6d2907c5ed508e9715e64e364bd6d7db0ab9a2e52947136f02623dcc34179b,73d9dbf5411baf6c9508d85add1dadf3261bd76b840d1b6279c6606843b4391e,5593145057183300066,92.06486042692939,
900026,Eyeshadow,notebooks/Task1/dataset1/images/900026.jpg,True,198,135,RGB,12551,90cea8ee13e1f1bdfd19fea5fe8d8ae5448c1533fcf286dfb0bffca0756ee270,84b670c13256c8cbb11f6c41f8f158cedea22b42703aa4f147bba58ed5322d60,cfdce61bb2ab65b121bea0bb10ed6a3b3336c0e4583ce5c31cafc0b39f5a26a1,226dcc158861b5bdba78879b790e4140f9afa59d238a28f014c4a6ee0085f50f,11805224162147343740,23.28197381671702,
900027,Eyeshadow,notebooks/Task1/dataset1/images/900027.jpg,True,209,228,RGB,16254,da8a39cf0fee27eb6a327eeeeeb16ed7801eeb9157aa0c4adc35b055fe1efcd3,72d12e5c5f393988439622f8e5e528065a889e5995b4c4b509e3429d0f5cced3,959ea368a4d4d38c1f0f7a1a62fe212de2f2fada5c5a6f8858283d81ca18d5a1,f3016a5b60edcd5d67115268ea308fc712b3a5209466caf94ed5f5d257124646,18300033551191298787,144.75708812260535,
900028,Eyeshadow,notebooks/Task1/dataset1/images/900028.jpg,True,226,226,RGB,38868,26513928eb66f3c3a3eb4e0f5283819cf3209b34b465cb88ef48ab2202960247,04be20fa8e24c4c211a35bd3f02718ad199934aa76c8ef19a6c54fe863e22d15,529d7238177f3918d23bde75a36e03b16ff55b80dddf5780d609f1a93bcdf11c,e7e737d8b9e8766cbc9e50bf542d733ffe41f7ad48f1b8e5c31447dd6a1e9002,9659741019289806025,129.76888888888888,
900029,Eyeshadow,notebooks/Task1/dataset1/images/900029.jpg,True,202,223,RGB,18735,179b03551999212c3e3f06419fb133a1167c18b403f0af1ec0a1fe8db78f4ab6,0669272eb8210ad8a52cdf710bd0a7be76399cdb4b92972695dab4ef607a5aec,4741b9cead0c67a443a76afd17237d26383e0d142d1e9c3aa176daa6dce1b08e,ba47996ab69ae3d0c10d74b55fa0fb38f62fbed49c3d84592f2e97beb60e74f4,13898869260370241244,44.22734436564224,
900030,Eyeshadow,notebooks/Task1/dataset1/images/900030.jpg,True,168,174,RGB,12060,200116820e1aad47f78bcfc2fc2d1bb009d5156c900081231e0915bf749e9432,a9557a22da1ba117bfe14ea2ca1cd4a94ea080ad3c3d2a547a0604a2ded0e3bf,3ab2b4c66bfef950b2e528a90974f62e40148e60ae0d5bd9bc4f311f9987c8bc,6e10701c6946a100edf169d373ed9185bc60aab5e4e3f39137028407398dcb7c,14599850061632587556,181.18774509803922,
900031,Eyeshadow,notebooks/Task1/dataset1/images/900031.jpg,True,152,171,RGB,12159,3f7fa43dc2522dc0919db52889cdbf76e02b855382fae2d57f98da812b3395d2,05a896517780a4ba7a0d3ad9bd115ef227b412f97740e2c2f9ec2dbeb30673ce,a892274180c47599922b00899e38c112fa5741d950c2cecc50456905e25e9e72,50def0163b5c2767946e08f3d322a403b816b95ccfa62a01b11bf19b425d17e3,14534155436299774458,62.890965732087224,
900032,Eyeshadow,notebooks/Task1/dataset1/images/900032.jpg,True,116,120,RGB,7781,7040ebbf6dd44cc2b10ff7d0a4907ebb1bb6556f7f113b03e117af3678d720c6,9499d597a32405242c8b307e0c9bd5b5d2ed87c666fdc7468ea180503c9b8d96,a1e23944ecad3586a8ddc75d9a0d904e011bafa43de749c3f9d16de0ce517a33,32a67bffd88b1a0ce8237ef918d1719dc1800fa919f2a0fee011301642d997d2,9042998714654738118,93.53490028490029,
900033,Eyeshadow,notebooks/Task1/dataset1/images/900033.jpg,True,134,153,RGB,12298,9c28a8435244a4b08f9565068ef0fa886fb03e70c360258c534145af775fa0ea,b14e16441041dded3b2fdbb16f661a9f9fdd433cac8021290c2b20239372068a,e860995e9f10443d213b1bec87520b7179997a4c4c92e9f8df7b60b7ddcdc866,cad3f54b3b84e2ddc21c4908c93966c5d9e697d2da2ca3717e3b675d5b096377,15899721111378214534,96.38888888888889,
900034,Eyeshadow,notebooks/Task1/dataset1/images/900034.jpg,True,199,251,RGB,15162,e31a9f6eb9a9f55241b5c124143c12069736c9f865e9cedc63200dfbdc776a12,f189fd4402595dea630d25a1254fd35371fb52ccaa3c1187596e03c73792c056,1328a0fe78953e3eacd53e3843a2724b4c51c081d062a69d0db83248cedd725b,a5e938723a85d2e7a4f469688c0d7656bf398b488e31d70465f4928fd7cd6cf0,2202035183736546885,206.29166666666666,
900035,Eyeshadow,notebooks/Task1/dataset1/images/900035.jpg,True,133,132,RGB,10114,1d85c73b258b8a9f7ff72ec26012df9f83d3260f46f068ff95eb99bf3f6fed7a,fd2bbdebfdfe7acf46a953d44274717da5acfc6bbbd1140edd039a6572692250,2afb9b922189ef5a63d57e939d0e3531ae1f313d0e5baf43071740ed7ac2b78e,c828a7bc4e990761361cd519c7b7b63f4159ee37556ea33b4d07dabf60072a6e,12421878809628046745,79.58048162230672,
900036,Eyeshadow,notebooks/Task1/dataset1/images/900036.jpg,True,222,221,RGB,19386,0b7a6b00fbcb2fe27b03ec56284620ad7b98250a02bad3c264cf08c92ac5a45c,9997880cfe2038496ee414430c6d6db37709693a5c3a18a40dfb12b5f8b84a9f,89ad624d31a01c25154c0fd0ead8ff87f923764bbb39069e25f720487db61df4,f03d86d8cd1461efc8722bdf7ead2e26a3637789f9f817219bf112a90a4be527,8104320827299232232,69.09863945578232,
900037,Eyeshadow,notebooks/Task1/dataset1/images/900037.jpg,True,179,166,RGB,18413,8e35177e5348eb12244c901c189839811d73a618a23601bb1fd1fe728079d2fe,8c95a4282451cf74df1ffc6e569402ccef5dc4b31d256d68a2c61e650290b2f6,092435ff54bdb5a468f12180e91a0b86050d7cbe406f5d1aa0578b8f4035e727,b5d15729fac879f4a529ab76853f7e9a7ae4061d871b5e0b57713f712ccf7ce1,1614343744485419429,140.1214771622935,
900038,Eyeshadow,notebooks/Task1/dataset1/images/900038.jpg,True,240,208,RGB,21823,711515071a3963feb420c21fb72e8308dd42afda0dc8239422010b33f8eccff0,b059c24956a54f27e21e899e74157aa483b93fc3d81c0afc05434cb7d07bbc6e,93be3612e2c68171bdff7abb1d9953bc5d667d8207b9883b95958347114816e5,13b6e7bb050bfd26ff02067f08063afa5796b629345542227009c02733a19461,2687939221732617246,113.23841554559043,
900039,Eyeshadow,notebooks/Task1/dataset1/images/900039.jpg,True,293,292,RGB,31910,2886df6992431b1418f9c6a6c71d54bf6c02313994151922bdacf826592e07b3,bab490a03540ca8c7dcd0d48b538123f099b9f7e77ac6c9dcb62dd28cdee74f0,f5f4aceb6b9495d548eea912743900f1638a08e87bab843b4af5cc007c333e6e,60c3becd53bca98b05472f6c6c08a78aeccb23964820f222f4e729ef1cf92ca8,445887505462753624,25.859348198970842,
900040,Eyeshadow,notebooks/Task1/dataset1/images/900040.jpg,True,125,120,RGB,8354,cee9bc67e26bc10718c9d974219f7c99153afcc8ef960720619890b8883ed2d7,e4ec7c4fdd80998fd31c6facddb16d394381a7019cee832a82d512e9e94fb37a,48b55c4617594f823abefef0849809a4fe1ddc3de6ed5dff5c024f8b83980c98,bd784f229392503ff5e48b22f35a5236fa516700fa1d9aa3ad7eb0e4bdd79110,10202513788228595175,124.97736625514403,
900041,Eyeshadow,notebooks/Task1/dataset1/images/900041.jpg,True,143,126,RGB,6657,8e91f1f3d0f348d02ae549a897c37461051c292d3c00bfa3b6066b9d7ddb8ef7,89d01069fe679b6e10df073e64cb1d900d4795fb6014c0dfba79920121e49b65,671b86805e0ae9b0e7513e9ba2b56e73fc751c69286555a2a8e37bcb81142583,12b0add54f56740bd56799d0e5931d9a7f814afec3e6d9ce6821dad61b97f449,5568667841787718403,165.5792759051186,
900042,Eyeshadow,notebooks/Task1/dataset1/images/900042.jpg,True,147,168,RGB,14053,c66b65f0d596996e6768dc2c463b14d2348d0e792ffb451d6160df2689c9336c,858bbc82c9076f8094332136484cd2940ca9c621d6cbac2b8b0adb17100d7586,75df84d91a5875911928ed2ce8ae013dc061b4cd2896a51a672c21214ba5dbdf,a168970dfb06b95064fbf7d7ba4b9c60e485141566d4956336be60554ae149d5,4738939603649038619,149.2364217252396,
900043,Eyeshadow,notebooks/Task1/dataset1/images/900043.jpg,True,185,210,RGB,18512,b29ff6cdb4fdcf6ca7d86345a12d708bd23648fd0df4d6e3b6a906d585fe9660,ee4e6a192ec78a040be2c915704d0efeb707d0859fa4166db705dfe8fb29751d,f38f2c53ac0da697be4565a81cb4c42d5ca1d2a82ee4fd6ee5249f07516abc32,c1fadddadab870ac258a4b20c4675a1ad325bbbde5e6721ecec29b512da1b196,2992813541919143628,97.0,
900044,Eyeshadow,notebooks/Task1/dataset1/images/900044.jpg,True,193,184,RGB,23607,49d7630fe5a63d569392a96197a3ecdeb9210267bc15386e64d552306a7e8235,94d205a0f7a354b35004ee8552b5899eaab4311c4b841b2d64856d31eb766865,6c01e25dd11fe1394c4b4ee6b40cb4b1576dd7cdf54ca2425fa03b3795cb356a,ee044a754733e48bece3dce497e0393d2575a692e9086f4d00f3c045f41dcc8e,2626986977591584423,64.76622222222223,
900045,Eyeshadow,notebooks/Task1/dataset1/images/900045.jpg,True,191,181,RGB,13845,f8e676ff96ce98a150c012dfa78b3912e2151bbd714b5da57f9c729864088cd4,7e4058b155cb16b3e03e31a26b90255d7e4a478e1f89b3f6dda775f8c1453990,dff7bd51c0f2364bd930e99f06608de22136be5bda2c2219516508c7e903c6a3,eaa59f805327a1c26526d1e413468aedb4950b5e535b4d74059d07b0724ae4e2,4393495584775794800,6.326126126126126,
900046,Eyeshadow,notebooks/Task1/dataset1/images/900046.jpg,True,116,96,RGB,8304,d56bb94ab2f0f3ac35b551d8b87b3556a6fdb73d203c5cf5820784c7c38c89e8,e79fc7ad63571e9e959697053ac92cc103efd2a5ca1c77644440723b37182150,c00b8a6666ba186b3c98aca16ecaf34a752b6ced66f84b5d11092e8579981b1d,417a022e1a256c9598be02d01bd8ada2059a0d653dff464b6cb8aed0ee70d96a,7196979749675978568,145.6579365079365,
900047,Eyeshadow,notebooks/Task1/dataset1/images/900047.jpg,True,129,132,RGB,8723,119201dd780f9f441a3ac16af86495d1e5b7cb597fad91a35eee2e4a181a5c4f,320ac0ff12abdda87b5bf622b7426d934ae0ea305efbb96cc93b152bc0677137,0cda7e7a5053f75c646bfaa0f03d5b4c31b20f35e206bdabf97532aded626eb7,ca44689d3000aa3a000dac658b396b23dc8837c1942b0334735de5a481adba95,3503439266307120141,131.04118404118404,
900048,Eyeshadow,notebooks/Task1/dataset1/images/900048.jpg,True,113,71,RGB,5145,def7c066016bc9812820223915b32c9ec12e7bcde3f51e5f0b1b6d9776e33463,883a2adf7df78cda62c7ef1484731104af0b3fc8d1b7a0e3074c97c579785eec,31bab47c3a84a9efebf1b79bbdc7c7e460aed516b9e5b287552df271ee8e983c,66ae31895f85f2a8e7f33fb875c4b7739b6405e2163486a4d84795f4c782790a,10750990650850927089,127.94871794871794,
900049,Eyeshadow,notebooks/Task1/dataset1/images/900049.jpg,True,192,156,RGB,14310,e74b514699bcea5c8e023ac620a9de6443fd3ee44e9cba5a72d681f731359605,729b3d7d3753caedab8b436ff0a4f874bf302d826b157a55e18194654a7e4299,0f04c517074a079b35d6567c4740e89cb9303dd9d085558beeae09e14b5a00e5,9702d30974b9c0e081d1a553f7800b8110bb6ffbaf9f49f03b1648fa01cff0c3,1808644805154607249,111.39017341040463,
900050,Eyeshadow,notebooks/Task1/dataset1/images/900050.jpg,True,177,168,RGB,14310,57f5abaae474449a50d39311dc12ecc14b3af3b3ac884730ab56cc8321dc08fd,e8a48424b728600cc70439326a629a890d715360e501437800a0338ac1f149b6,c8442fcf2c4c95967630e5a4dcc15b712b16b0978eccb8999d600b3027404079,2f2e02ff5772e806ff87cf68f19da25f8612e6deee716c1952665f95b312eea9,13094843164107380354,44.072886297376094,
900051,Eyeshadow,notebooks/Task1/dataset1/images/900051.jpg,True,191,177,RGB,12014,33dbfc9cb24702d88f9a8024d0660908be3a28df7c356f569a72aff8691d65c7,4f52f97a6c2d72abd33672f653ff3b8891651bf827aca93bc757781beb5e8050,dba0100989cf557d6a8a8c54d170adf603ebd40b1d48a168fbfe12ba5bc8f9ab,45bd849b089f9e7a1d439306c156358d0844bfca4131474e5987e23b294b6197,17984268338217935041,23.933060109289617,
900052,Eyeshadow,notebooks/Task1/dataset1/images/900052.jpg,True,91,105,RGB,5422,01458bfbd59d2400d9dd59897b83e565e97862523170d5c348799eb1447e670e,7f970f259fb65733917713b758c751079e63891342a3b21d342396bfc819c338,d1454bf67d2160f4c9dcfd1ea47585d537b071da8d7acec2ecddb934ef9bf19c,9db7098fd251de4dd3f7d5349e0ffd826c1e6402e9d454c70d2116ec599401d8,866956510467105273,136.2766323024055,
900053,Eyeshadow,notebooks/Task1/dataset1/images/900053.jpg,True,123,148,RGB,12679,7c29e777810f6de4542c4e34f7de45f2f0e8e8a63941d84d9974489c28b60ad8,4c2b491248f931ac2d36b1864bfb43664bc060aca9d0f21864fa0242d8296cea,af612a21700d1f922f535c570205b6a154531228d867e4cfafdab98bcee513dc,9cff7e07944512b02f64505276f16da3ec83535da6e6fd62fcec313e6d5bc080,11857515444651805516,165.62887236679057,
900054,Eyeshadow,notebooks/Task1/dataset1/images/900054.jpg,True,220,216,RGB,20843,11e26d464c4a1c335ac243f46a8bd803a6bb47cd5315a244addd2c889da8bc56,2a9684828678da8217ff150f36d8cf71494920e0c4d5449abb3bc33e4da52bc7,07a66c7e5084b9b62c5ba9804d1175087c0c0fea8cfa284f5ed9a8b904aedfe0,55a7bc08408eb49d4b4acdf17d000e9f21407a512d3bea1417c801b449ab63ce,17470726151241759177,25.60407066052227,
900055,Eyeshadow,notebooks/Task1/dataset1/images/900055.jpg,True,182,181,RGB,17433,3faf6bace134120630fd2dbd7bbe8add1b342e8a421ba82b6a1c08afbfbaffd8,766b47ebdbc529fe7245cdb95f820837d2e8620f3533b24d8356f7bd0431f346,e4bd358dfca2305c33d80e976fcaeb4388e4ea26a9503898186ed9be576ba168,3a2079e9b6a4157a12f51ecaee6e88cfca988865e6f9715b5999a2aadd69e97b,4049921756657553295,126.86518928901201,
900056,Eyeshadow,notebooks/Task1/dataset1/images/900056.jpg,True,199,155,RGB,17916,e4a8d94aa57a57449b57cbe6b47c31e6f47ae5138fd53cd97d597934f0ae4ab6,6beaf558b4fe985fc2706e8d4d062021a34cae8690452125244066b525426d57,c64f6b037632da04a83e60820c3a309b8461978333130ce5a30a19fcb8129d9e,be6ad3f981fa93623b5157a952be96e34a8467401e035c8acce1278a00cd5660,15049240666259941809,101.45407196969697,
900057,Eyeshadow,notebooks/Task1/dataset1/images/900057.jpg,True,138,158,RGB,9111,a569495d61aa2058bc23d4687db205a3c0c727b6c0366e38600b44cfc2742a40,3fc3e33e9fe7d78f4b1a91e6b4b045223d9102fbab3c14d7c7da61dc7d4aa444,f7c5de294969b39343874b277a2611c78afc0f4aeefeadba8f179e8569523cc7,6dad9ecc26dbab8d554355f13fc62b95ab43b88db6b1fece30e890baac126c7c,1817299884951662696,27.496598639455783,
