id,gender,masterCategory,subCategory,articleType,season,usage,source,label_source,cluster,relative_path
900200,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900200,notebooks/Task1/dataset1/images/900200.jpg
900203,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900203,notebooks/Task1/dataset1/images/900203.jpg
900207,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900207,notebooks/Task1/dataset1/images/900207.jpg
900208,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900208,notebooks/Task1/dataset1/images/900208.jpg
900210,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900210,notebooks/Task1/dataset1/images/900210.jpg
900211,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900211,notebooks/Task1/dataset1/images/900211.jpg
900214,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900214,notebooks/Task1/dataset1/images/900214.jpg
900220,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900220,notebooks/Task1/dataset1/images/900220.jpg
900222,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900222,notebooks/Task1/dataset1/images/900222.jpg
900223,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900223,notebooks/Task1/dataset1/images/900223.jpg
900225,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900225,notebooks/Task1/dataset1/images/900225.jpg
900226,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900226,notebooks/Task1/dataset1/images/900226.jpg
900229,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900229,notebooks/Task1/dataset1/images/900229.jpg
900237,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900237,notebooks/Task1/dataset1/images/900237.jpg
900239,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900239,notebooks/Task1/dataset1/images/900239.jpg
900242,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900242,notebooks/Task1/dataset1/images/900242.jpg
900253,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900253,notebooks/Task1/dataset1/images/900253.jpg
900256,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900256,notebooks/Task1/dataset1/images/900256.jpg
900259,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900259,notebooks/Task1/dataset1/images/900259.jpg
900268,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900268,notebooks/Task1/dataset1/images/900268.jpg
900269,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900269,notebooks/Task1/dataset1/images/900269.jpg
900273,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900273,notebooks/Task1/dataset1/images/900273.jpg
900274,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900274,notebooks/Task1/dataset1/images/900274.jpg
900276,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900276,notebooks/Task1/dataset1/images/900276.jpg
900277,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900277,notebooks/Task1/dataset1/images/900277.jpg
900278,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900278,notebooks/Task1/dataset1/images/900278.jpg
900279,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900279,notebooks/Task1/dataset1/images/900279.jpg
900280,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900280,notebooks/Task1/dataset1/images/900280.jpg
900281,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900281,notebooks/Task1/dataset1/images/900281.jpg
900287,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900287,notebooks/Task1/dataset1/images/900287.jpg
900288,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900288,notebooks/Task1/dataset1/images/900288.jpg
900289,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900289,notebooks/Task1/dataset1/images/900289.jpg
900292,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900292,notebooks/Task1/dataset1/images/900292.jpg
900299,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900299,notebooks/Task1/dataset1/images/900299.jpg
900300,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900300,notebooks/Task1/dataset1/images/900300.jpg
900303,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900303,notebooks/Task1/dataset1/images/900303.jpg
900306,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900306,notebooks/Task1/dataset1/images/900306.jpg
900308,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900308,notebooks/Task1/dataset1/images/900308.jpg
900312,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900312,notebooks/Task1/dataset1/images/900312.jpg
900315,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900315,notebooks/Task1/dataset1/images/900315.jpg
900316,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900316,notebooks/Task1/dataset1/images/900316.jpg
900317,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900317,notebooks/Task1/dataset1/images/900317.jpg
900319,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900319,notebooks/Task1/dataset1/images/900319.jpg
900320,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900320,notebooks/Task1/dataset1/images/900320.jpg
900323,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900323,notebooks/Task1/dataset1/images/900323.jpg
900324,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900324,notebooks/Task1/dataset1/images/900324.jpg
900328,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900328,notebooks/Task1/dataset1/images/900328.jpg
900331,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900331,notebooks/Task1/dataset1/images/900331.jpg
900332,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900332,notebooks/Task1/dataset1/images/900332.jpg
900333,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900333,notebooks/Task1/dataset1/images/900333.jpg
900334,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900334,notebooks/Task1/dataset1/images/900334.jpg
900336,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900336,notebooks/Task1/dataset1/images/900336.jpg
900337,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900337,notebooks/Task1/dataset1/images/900337.jpg
900341,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900341,notebooks/Task1/dataset1/images/900341.jpg
900342,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900342,notebooks/Task1/dataset1/images/900342.jpg
900346,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900346,notebooks/Task1/dataset1/images/900346.jpg
900350,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900350,notebooks/Task1/dataset1/images/900350.jpg
900351,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900351,notebooks/Task1/dataset1/images/900351.jpg
900352,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900352,notebooks/Task1/dataset1/images/900352.jpg
900357,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900357,notebooks/Task1/dataset1/images/900357.jpg
900359,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900359,notebooks/Task1/dataset1/images/900359.jpg
900364,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900364,notebooks/Task1/dataset1/images/900364.jpg
900366,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900366,notebooks/Task1/dataset1/images/900366.jpg
900369,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900369,notebooks/Task1/dataset1/images/900369.jpg
900373,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900373,notebooks/Task1/dataset1/images/900373.jpg
900379,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900379,notebooks/Task1/dataset1/images/900379.jpg
900385,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900385,notebooks/Task1/dataset1/images/900385.jpg
900387,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900387,notebooks/Task1/dataset1/images/900387.jpg
