id,gender,masterCategory,subCategory,articleType,season,usage,source,label_source,cluster,relative_path
900050,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900050,notebooks/Task1/dataset1/images/900050.jpg
900051,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900051,notebooks/Task1/dataset1/images/900051.jpg
900053,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900053,notebooks/Task1/dataset1/images/900053.jpg
900054,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900054,notebooks/Task1/dataset1/images/900054.jpg
900055,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900055,notebooks/Task1/dataset1/images/900055.jpg
900056,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900056,notebooks/Task1/dataset1/images/900056.jpg
900058,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900058,notebooks/Task1/dataset1/images/900058.jpg
900060,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900060,notebooks/Task1/dataset1/images/900060.jpg
900061,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900061,notebooks/Task1/dataset1/images/900061.jpg
900062,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900062,notebooks/Task1/dataset1/images/900062.jpg
900064,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900064,notebooks/Task1/dataset1/images/900064.jpg
900067,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900067,notebooks/Task1/dataset1/images/900067.jpg
900068,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900068,notebooks/Task1/dataset1/images/900068.jpg
900070,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900070,notebooks/Task1/dataset1/images/900070.jpg
900072,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900072,notebooks/Task1/dataset1/images/900072.jpg
900073,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900073,notebooks/Task1/dataset1/images/900073.jpg
900075,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900075,notebooks/Task1/dataset1/images/900075.jpg
900077,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900077,notebooks/Task1/dataset1/images/900077.jpg
900080,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900080,notebooks/Task1/dataset1/images/900080.jpg
900082,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900082,notebooks/Task1/dataset1/images/900082.jpg
900083,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900083,notebooks/Task1/dataset1/images/900083.jpg
900084,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900084,notebooks/Task1/dataset1/images/900084.jpg
900086,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900086,notebooks/Task1/dataset1/images/900086.jpg
900088,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900088,notebooks/Task1/dataset1/images/900088.jpg
900089,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900089,notebooks/Task1/dataset1/images/900089.jpg
900091,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900091,notebooks/Task1/dataset1/images/900091.jpg
900092,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900092,notebooks/Task1/dataset1/images/900092.jpg
900095,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900095,notebooks/Task1/dataset1/images/900095.jpg
900096,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900096,notebooks/Task1/dataset1/images/900096.jpg
900098,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900098,notebooks/Task1/dataset1/images/900098.jpg
900100,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900100,notebooks/Task1/dataset1/images/900100.jpg
900101,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900101,notebooks/Task1/dataset1/images/900101.jpg
900104,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900104,notebooks/Task1/dataset1/images/900104.jpg
900107,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900107,notebooks/Task1/dataset1/images/900107.jpg
900108,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900108,notebooks/Task1/dataset1/images/900108.jpg
900115,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900115,notebooks/Task1/dataset1/images/900115.jpg
900118,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900118,notebooks/Task1/dataset1/images/900118.jpg
900119,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900119,notebooks/Task1/dataset1/images/900119.jpg
900120,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900120,notebooks/Task1/dataset1/images/900120.jpg
900124,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900124,notebooks/Task1/dataset1/images/900124.jpg
900126,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900126,notebooks/Task1/dataset1/images/900126.jpg
900127,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900127,notebooks/Task1/dataset1/images/900127.jpg
900131,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900131,notebooks/Task1/dataset1/images/900131.jpg
900132,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900132,notebooks/Task1/dataset1/images/900132.jpg
900133,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900133,notebooks/Task1/dataset1/images/900133.jpg
900134,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900134,notebooks/Task1/dataset1/images/900134.jpg
900135,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900135,notebooks/Task1/dataset1/images/900135.jpg
900138,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900138,notebooks/Task1/dataset1/images/900138.jpg
900140,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900140,notebooks/Task1/dataset1/images/900140.jpg
900143,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900143,notebooks/Task1/dataset1/images/900143.jpg
900144,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900144,notebooks/Task1/dataset1/images/900144.jpg
900145,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900145,notebooks/Task1/dataset1/images/900145.jpg
900146,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900146,notebooks/Task1/dataset1/images/900146.jpg
900147,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900147,notebooks/Task1/dataset1/images/900147.jpg
900148,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900148,notebooks/Task1/dataset1/images/900148.jpg
900149,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900149,notebooks/Task1/dataset1/images/900149.jpg
900150,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900150,notebooks/Task1/dataset1/images/900150.jpg
900151,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900151,notebooks/Task1/dataset1/images/900151.jpg
900152,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900152,notebooks/Task1/dataset1/images/900152.jpg
900154,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900154,notebooks/Task1/dataset1/images/900154.jpg
900156,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900156,notebooks/Task1/dataset1/images/900156.jpg
900158,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900158,notebooks/Task1/dataset1/images/900158.jpg
900159,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900159,notebooks/Task1/dataset1/images/900159.jpg
900161,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900161,notebooks/Task1/dataset1/images/900161.jpg
900162,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900162,notebooks/Task1/dataset1/images/900162.jpg
900164,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900164,notebooks/Task1/dataset1/images/900164.jpg
900165,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900165,notebooks/Task1/dataset1/images/900165.jpg
900166,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900166,notebooks/Task1/dataset1/images/900166.jpg
900168,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900168,notebooks/Task1/dataset1/images/900168.jpg
900169,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900169,notebooks/Task1/dataset1/images/900169.jpg
900171,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900171,notebooks/Task1/dataset1/images/900171.jpg
900172,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900172,notebooks/Task1/dataset1/images/900172.jpg
900173,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900173,notebooks/Task1/dataset1/images/900173.jpg
900174,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900174,notebooks/Task1/dataset1/images/900174.jpg
900176,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900176,notebooks/Task1/dataset1/images/900176.jpg
900178,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900178,notebooks/Task1/dataset1/images/900178.jpg
900179,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900179,notebooks/Task1/dataset1/images/900179.jpg
900180,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900180,notebooks/Task1/dataset1/images/900180.jpg
900182,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900182,notebooks/Task1/dataset1/images/900182.jpg
900184,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900184,notebooks/Task1/dataset1/images/900184.jpg
900185,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900185,notebooks/Task1/dataset1/images/900185.jpg
900186,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900186,notebooks/Task1/dataset1/images/900186.jpg
900187,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900187,notebooks/Task1/dataset1/images/900187.jpg
900192,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900192,notebooks/Task1/dataset1/images/900192.jpg
900193,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900193,notebooks/Task1/dataset1/images/900193.jpg
900194,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900194,notebooks/Task1/dataset1/images/900194.jpg
900197,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900197,notebooks/Task1/dataset1/images/900197.jpg
900198,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900198,notebooks/Task1/dataset1/images/900198.jpg
900199,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900199,notebooks/Task1/dataset1/images/900199.jpg
900201,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900201,notebooks/Task1/dataset1/images/900201.jpg
900202,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900202,notebooks/Task1/dataset1/images/900202.jpg
900204,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900204,notebooks/Task1/dataset1/images/900204.jpg
900205,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900205,notebooks/Task1/dataset1/images/900205.jpg
900209,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900209,notebooks/Task1/dataset1/images/900209.jpg
900212,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900212,notebooks/Task1/dataset1/images/900212.jpg
900213,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900213,notebooks/Task1/dataset1/images/900213.jpg
900215,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900215,notebooks/Task1/dataset1/images/900215.jpg
900216,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900216,notebooks/Task1/dataset1/images/900216.jpg
900217,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900217,notebooks/Task1/dataset1/images/900217.jpg
900218,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900218,notebooks/Task1/dataset1/images/900218.jpg
900219,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900219,notebooks/Task1/dataset1/images/900219.jpg
900221,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900221,notebooks/Task1/dataset1/images/900221.jpg
900224,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900224,notebooks/Task1/dataset1/images/900224.jpg
900227,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900227,notebooks/Task1/dataset1/images/900227.jpg
900228,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900228,notebooks/Task1/dataset1/images/900228.jpg
900230,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900230,notebooks/Task1/dataset1/images/900230.jpg
900231,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900231,notebooks/Task1/dataset1/images/900231.jpg
900232,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900232,notebooks/Task1/dataset1/images/900232.jpg
900233,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900233,notebooks/Task1/dataset1/images/900233.jpg
900234,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900234,notebooks/Task1/dataset1/images/900234.jpg
900235,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900235,notebooks/Task1/dataset1/images/900235.jpg
900236,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900236,notebooks/Task1/dataset1/images/900236.jpg
900238,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900238,notebooks/Task1/dataset1/images/900238.jpg
900240,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900240,notebooks/Task1/dataset1/images/900240.jpg
900241,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900241,notebooks/Task1/dataset1/images/900241.jpg
900243,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900243,notebooks/Task1/dataset1/images/900243.jpg
900244,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900244,notebooks/Task1/dataset1/images/900244.jpg
900245,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900245,notebooks/Task1/dataset1/images/900245.jpg
900246,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900246,notebooks/Task1/dataset1/images/900246.jpg
900247,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900247,notebooks/Task1/dataset1/images/900247.jpg
900248,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900248,notebooks/Task1/dataset1/images/900248.jpg
900249,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900249,notebooks/Task1/dataset1/images/900249.jpg
900250,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900250,notebooks/Task1/dataset1/images/900250.jpg
900251,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900251,notebooks/Task1/dataset1/images/900251.jpg
900252,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900252,notebooks/Task1/dataset1/images/900252.jpg
900254,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900254,notebooks/Task1/dataset1/images/900254.jpg
900255,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900255,notebooks/Task1/dataset1/images/900255.jpg
900257,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900257,notebooks/Task1/dataset1/images/900257.jpg
900258,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900258,notebooks/Task1/dataset1/images/900258.jpg
900260,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900260,notebooks/Task1/dataset1/images/900260.jpg
900261,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900261,notebooks/Task1/dataset1/images/900261.jpg
900262,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900262,notebooks/Task1/dataset1/images/900262.jpg
900263,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900263,notebooks/Task1/dataset1/images/900263.jpg
900264,Women,Personal Care,Eyes,Eyeshadow,Spring,Casual,external_cosmetics_coco_v1,season+usage propagated per articleType from provided train,900264,notebooks/Task1/dataset1/images/900264.jpg
