id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,group_id,source,label_source,relative_path
1540,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Puma Men Ferrari Vintage Black Polo T-shirt,1540.jpg,53e770fec832e711944ac6b8df78d6e366373bd8299cd07dcdf13223c42bf9de,supplied,supplied_manifest,datasets/train/images_train/1540.jpg
1542,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Ballistic Rubber Shoe,1542.jpg,d527f5ba47a7ee47be06f94cbb8a0f2fa536171b71f0f8b3c6b11fa77518e5a1,supplied,supplied_manifest,datasets/train/images_train/1542.jpg
1543,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Puma Men Basket-Biz Sneaker,1543.jpg,7de665c5cb0bf430128ec8535668a311e940983cb925f5c6a86f711ca4b8ae8a,supplied,supplied_manifest,datasets/train/images_train/1543.jpg
1544,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Basket Bump Sneaker,1544.jpg,4ce08276aca4c7822a8e24e96a9ce27bf46bf882749fdea686a31cf0efd2e729,supplied,supplied_manifest,datasets/train/images_train/1544.jpg
1545,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Speed Cat Shoe,1545.jpg,96890573963017813dc00d2f613c79eddcf216dcd228d8d915ab3d2b9176e494,supplied,supplied_manifest,datasets/train/images_train/1545.jpg
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Furore White Shoe,1546.jpg,2c672bef374c9384e8f34c2da0b6c30d75d56a3cf364311b7c07edd98d272af1,supplied,supplied_manifest,datasets/train/images_train/1546.jpg
1548,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Cell Exsis Sneaker,1548.jpg,d08768fc29418710b13cac35c0d2c56aa4b435a36c39db04e6595102a589083f,supplied,supplied_manifest,datasets/train/images_train/1548.jpg
1549,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Jiyu Slip On Sneaker,1549.jpg,4ff56ad02f7a1941c655dcd6c29f3acf137c154ca2d7512b78b6da7b790273ed,supplied,supplied_manifest,datasets/train/images_train/1549.jpg
1550,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010,Sports,Puma Cat Trainer-WBL Football,1550.jpg,01c98b20c23ae41b0f6e588e9b01e3b26efcbe06729f3774a80870d3faeef354,supplied,supplied_manifest,datasets/train/images_train/1550.jpg
1551,Unisex,Sporting Goods,Sports Equipment,Footballs,Orange,Fall,2010,Sports,Puma Power Cat Trainer-OB Football,1551.jpg,866660e64e527eebb453cef406ad1b178688817749c7194a26669abeec5ef474,supplied,supplied_manifest,datasets/train/images_train/1551.jpg
1553,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010,Sports,Puma Power Cat Hard Ground Football,1553.jpg,fb8c12e6a62a67f09455de76d5655d332499024469cc62d95436fadc1e85fa9a,supplied,supplied_manifest,datasets/train/images_train/1553.jpg
1554,Unisex,Accessories,Water Bottle,Water Bottle,Blue,Fall,2010,Casual,Quechua  Blue Sipper,1554.jpg,2507835b857b101b05daaccc75ca8868dc74eed10d589bc03db9bc8f21a33c48,supplied,supplied_manifest,datasets/train/images_train/1554.jpg
1555,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,2010,Sports,Quechua Red Sipper,1555.jpg,cdc96baa58b977be55be87b4161fb20454430c52066a1a6aee0f6d57ea432f69,supplied,supplied_manifest,datasets/train/images_train/1555.jpg
1557,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Travel,Quechua Spacious Blue-Black Backpack,1557.jpg,c2c424af887e493fe2b21cba8e92ca3524f2dd81383316fcc96f20d856f4e5c3,supplied,supplied_manifest,datasets/train/images_train/1557.jpg
1559,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Travel,Quechua Blue Light Backpack,1559.jpg,205eac9afd1793a24ee03ac93dbef2bbc7148281df4b7d4c7dc5f4e455bc48c3,supplied,supplied_manifest,datasets/train/images_train/1559.jpg
1561,Women,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Quechua Women Sweat Proof White T-shirt,1561.jpg,09a732bf884e26917c94092110b6eb08282a7eb6237415f6a644884c5ae23cdd,supplied,supplied_manifest,datasets/train/images_train/1561.jpg
1563,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Quechua Men Sweat Proof Blue T-shirt,1563.jpg,ad69123c03aadaafd9b66f17115a38bd3c0aea06b3d8bdaa0ddb558468ae2c80,supplied,supplied_manifest,datasets/train/images_train/1563.jpg
1565,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011,Travel,Quechua Green Light Backpack,1565.jpg,6b74fcc8690580a8dd8d6c7b30f0eee4d9a649edee263ad7a250c5533cf71cfb,supplied,supplied_manifest,datasets/train/images_train/1565.jpg
1567,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010,Sports,Artengo Men Training Shorts,1567.jpg,e7fdbae14834ea86c931a9153f7974c38a2025a50d6032692f2f3e3b5cedc058,supplied,supplied_manifest,datasets/train/images_train/1567.jpg
1569,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010,Sports,Artengo Men Black Tennis Shorts,1569.jpg,cccd7839c128a765c1411ced7ff54d76eb0257dad2d2279d01d771bef38a17db,supplied,supplied_manifest,datasets/train/images_train/1569.jpg
1570,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Artengo Women Tennis Singlet,1570.jpg,fb52eb64fc82857910056477d913fba9fa8511e02353c4e6ffbdf458d9634399,supplied,supplied_manifest,datasets/train/images_train/1570.jpg
1572,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,Kalenji Mens Essential Training Track Pants,1572.jpg,488e59bd904cb75d5063eb5e7f0b36f5b618583b22d8d54a8b90c5d576e06cf2,supplied,supplied_manifest,datasets/train/images_train/1572.jpg
1573,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Sports,Kalenji Women Athletes Grey Track Pants,1573.jpg,4b88543d3dc32698a3d8c43fb004144f183d196f064fd6061c85baf7ea818467,supplied,supplied_manifest,datasets/train/images_train/1573.jpg
1575,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Kipsta Men Sports White T-shirt,1575.jpg,af495dda7ab17c223dd788c71bd56ae5bf7922d3311fdc1fd22b7cd8292b8c6b,supplied,supplied_manifest,datasets/train/images_train/1575.jpg
1577,Unisex,Accessories,Headwear,Caps,Green,Fall,2010,Sports,Inesis  Slim Shady Cap,1577.jpg,d958b2b68a9e92c2ef5c151440fd29cc34b95c226e92e80fb23a7f8f423ca38a,supplied,supplied_manifest,datasets/train/images_train/1577.jpg
1578,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,Domyos Men Good Stroke Red T-shirt,1578.jpg,38c78a685ddf62c70c4f25fd3701317b223853a3c6276a868ff72fbb08d1be91,supplied,supplied_manifest,datasets/train/images_train/1578.jpg
1579,Men,Apparel,Topwear,Jackets,Grey,Fall,2010,Sports,Domyos Men Grey Second Skin Jacket,1579.jpg,5ce43e533971f4945ea4e61c0f8e257edee4d992d16dcd4550689f32aafd72bc,supplied,supplied_manifest,datasets/train/images_train/1579.jpg
1580,Women,Apparel,Bottomwear,Swimwear,Black,Fall,2010,Sports,Nabaiji Women Cross-back Swimsuit,1580.jpg,c7cde519705514089dc70d3ac545090569e3201f7f4693f11aa034772a9fce82,supplied,supplied_manifest,datasets/train/images_train/1580.jpg
1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,2011,Sports,Nabaiji Unisex Black Silicone Swimming Cap,1582.jpg,930a683db73f6ec607ac70f61ef502bd39983735645fe0e9fb80022ccd239361,supplied,supplied_manifest,datasets/train/images_train/1582.jpg
1583,Women,Apparel,Bottomwear,Swimwear,Black,Fall,2010,Sports,Nabaiji Women Black Swimsuit,1583.jpg,0ace6e4dc9bdd62bfb72c7d5f331cca74b6510c191917a0255bf44dfeef0ef69,supplied,supplied_manifest,datasets/train/images_train/1583.jpg
1584,Unisex,Apparel,Topwear,Jackets,White,Summer,2011,Casual,Domyos Unisex Feather-light Jacket,1584.jpg,ce5ea8eb171d53ca8999d9b02fc26175132b3e6c847f3763c929b89824e2844a,supplied,supplied_manifest,datasets/train/images_train/1584.jpg
1587,Men,Footwear,Shoes,Sports Shoes,White,Spring,2010,Sports,Kipsta Men Superfit Football White Shoe,1587.jpg,d50122028d7514dccce3a5e5079c3845869ba7451b8dab6a7d4da9766eb11fbb,supplied,supplied_manifest,datasets/train/images_train/1587.jpg
1588,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Domyos Men White Dry-Fit T-shirt,1588.jpg,2ac1c090f635859bc38c4b44849e2bad88317bcec6c7c3c0e462ef46ace13c54,supplied,supplied_manifest,datasets/train/images_train/1588.jpg
1590,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010,Sports,Kipsta Men's F300 Football Shoe,1590.jpg,cdc7da44d5ccf3bef943e63248d28432d94c9aa958814a07f4f5b1d6e4db44ca,supplied,supplied_manifest,datasets/train/images_train/1590.jpg
1591,Men,Apparel,Bottomwear,Shorts,Red,Fall,2010,Sports,Kipsta Men Red Shorts,1591.jpg,c3825d075015f7ff19003a77a72b6d3a4c371e89bfa41a3a57c6cb6734c6cae8,supplied,supplied_manifest,datasets/train/images_train/1591.jpg
1592,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Kipsta Men's Superfit Football Red Shoe,1592.jpg,4a686f29a92e6448b92658f6389af47873231b33b98916384c8fefd3fa9382a0,supplied,supplied_manifest,datasets/train/images_train/1592.jpg
1594,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,2012,Casual,Newfeel Unisex Grey Mesh Lightweight Shoe,1594.jpg,f706913e11564f85fea46f8fbec73f968d0dca286a7dd2a096bbebeced8dc6b2,supplied,supplied_manifest,datasets/train/images_train/1594.jpg
1595,Men,Apparel,Topwear,Tshirts,Black,Spring,2010,Sports,Domyos Men Good Stroke Black T-shirt,1595.jpg,1ad6c973d994a8993104bdb5330585bdc5335563c76b590708ef0d2cf2612f61,supplied,supplied_manifest,datasets/train/images_train/1595.jpg
1596,Men,Accessories,Water Bottle,Water Bottle,Pink,Fall,2010,Sports,Quechua Easy-to-Carry Pink Sipper,1596.jpg,0268eb07e92debee24efc514956202a5c2caf1311e719d1fd33333032ab3494b,supplied,supplied_manifest,datasets/train/images_train/1596.jpg
1598,Women,Accessories,Bags,Handbags,Blue,Summer,2011,Travel,Geonaute Women Blue Outdoor Bag,1598.jpg,3e50b29b24ce7c301f3db4b0762220ff6c9ecbbbfd9b1f3896f06e4e7b86652e,supplied,supplied_manifest,datasets/train/images_train/1598.jpg
1599,Women,Accessories,Bags,Handbags,Green,Summer,2011,Travel,Geonaute Women Green Outdoor Bag,1599.jpg,1fe02257505a932f8b1bee8c16af189c13005a36abd99722ebb150704f161a2f,supplied,supplied_manifest,datasets/train/images_train/1599.jpg
1603,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2010,Casual,Reebok Men Hoops Athletic Navy Sweatshirt,1603.jpg,10ed996fc3377768e73300266d6f817b3c89178c62a4f9e30bf7bd57dca48a0c,supplied,supplied_manifest,datasets/train/images_train/1603.jpg
1604,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2010,Sports,Reebok Track Pants Women Blue,1604.jpg,5682a34c29bc670df43a36e2a1345171ad7add08e04515f20433ec87b4e0ab29,supplied,supplied_manifest,datasets/train/images_train/1604.jpg
1605,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,Reebok Black Track Pant,1605.jpg,1f6e84f106037a2a526bdf4fa97ef596daf45c71aaa477ba4a5257721e37dc30,supplied,supplied_manifest,datasets/train/images_train/1605.jpg
1607,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010,Sports,Reebok Men trackpant- male Track Pants,1607.jpg,1bdf1f0110d8063bc3ce2abc208de0f0a9df507c13a7ae01b148c33829366881,supplied,supplied_manifest,datasets/train/images_train/1607.jpg
1610,Women,Apparel,Topwear,Jackets,Navy Blue,Summer,2011,Casual,Reebok Navy Jacket,1610.jpg,400d0bea67fd94c9650b00eef349d343489f3514a49792f4304d83c35b70448b,supplied,supplied_manifest,datasets/train/images_train/1610.jpg
1611,Women,Apparel,Topwear,Jackets,Black,Summer,2010,Sports,Reebok Knit Rib Women Black Jacket,1611.jpg,413ff951584f895a81212357b8217ead931c17ba861292dec95a09d45813e711,supplied,supplied_manifest,datasets/train/images_train/1611.jpg
1612,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Orange & White Striped Polo T-shirt,1612.jpg,e99af75d966dc98d83516d014926f11a2184a5ff8675b0022ea1fb67c73135f2,supplied,supplied_manifest,datasets/train/images_train/1612.jpg
1613,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men White Polo Tshirt,1613.jpg,ee6fdaa01f7b8c6ff06f82f35020426e1f79903657adfb5d2792711a5a6b1f4c,supplied,supplied_manifest,datasets/train/images_train/1613.jpg
1614,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Reebok T-shirt White Polo Tshirt,1614.jpg,45293d13d699c6332fb73ccd3a8823d52dd139f316f83c39974538c74a75c03f,supplied,supplied_manifest,datasets/train/images_train/1614.jpg
1616,Men,Apparel,Topwear,Tshirts,White,Summer,2010,Sports,Reebok Men's Shoot White T-Shirt,1616.jpg,3ff6b73ab9c903b01d4624e1c84eb63cfa2a1adc485e23de01be2a20e106c43b,supplied,supplied_manifest,datasets/train/images_train/1616.jpg
1617,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,Reebok Men Shoot T-Shirt Red,1617.jpg,c6816d69cb535edf18b439bb286953048d9601e9686a61e78290d8c64cf8eceb,supplied,supplied_manifest,datasets/train/images_train/1617.jpg
1618,Men,Footwear,Shoes,Sports Shoes,White,Summer,2010,Sports,Reebok Men United Runner White,1618.jpg,9b8b84ff84896e8807a362d5582f04e8476df1b6f93892b301461a2bfecee354,supplied,supplied_manifest,datasets/train/images_train/1618.jpg
1619,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010,Sports,Reebok Men Micro Shorts Grey and White,1619.jpg,c886564cdec15d726df7de3e5164e96c40d17df680fbaa66db297336d5eeb46b,supplied,supplied_manifest,datasets/train/images_train/1619.jpg
1620,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,Reebok Men Micro Shorts,1620.jpg,41edcee03b8936a24d8823d8a25dcdb2c076b09c63dfa5e6f1ac5417d5cb0090,supplied,supplied_manifest,datasets/train/images_train/1620.jpg
1621,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010,Sports,Reebok Men Micro Shorts Black and White,1621.jpg,0e4ccbb38cbb2a62beab517d61cbe4059e00dda289bf20943fff9e06baddca66,supplied,supplied_manifest,datasets/train/images_train/1621.jpg
1622,Men,Apparel,Topwear,Jackets,Navy Blue,Summer,2016,Casual,Reebok Navy Knit Rib Jacket,1622.jpg,79ac69b877ff6753cddee9807b4a973a3870d8da5ac426a5e2bb6042c99c309a,supplied,supplied_manifest,datasets/train/images_train/1622.jpg
1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011,Casual,Reebok Unisex Red Backpack,1623.jpg,723aed1c6a114d140722a7ed1503512101e0900bc4ecd9e232a9c78b27bfb175,supplied,supplied_manifest,datasets/train/images_train/1623.jpg
1626,Unisex,Sporting Goods,Sports Equipment,Footballs,Blue,Summer,2011,Sports,Kipsta F300 Football Size 5 Football,1626.jpg,6462de5aaaed2dae9af78a372351db5a6d12fad103a75e49369ed386935a15f6,supplied,supplied_manifest,datasets/train/images_train/1626.jpg
1627,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010,Sports,Kipsta F300 Football,1627.jpg,a0b1107b9f96b4984a8294ce09f815274600aaeadb2417424d4e3f0381571e71,supplied,supplied_manifest,datasets/train/images_train/1627.jpg
1628,Unisex,Sporting Goods,Sports Equipment,Basketballs,Brown,Summer,2011,Sports,Kipsta Xtra Bounce Basketball,1628.jpg,2965422c61095912bbd1f17119dc65c01a5960871589c480f9e4d8d7bbf2d39f,supplied,supplied_manifest,datasets/train/images_train/1628.jpg
1634,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Inesis Water Repellent Canaveral Shoes,1634.jpg,f9cf97db18a781657a5ee9a8f23d633ac8bf2a7ecf28d96c312d11649646dbf7,supplied,supplied_manifest,datasets/train/images_train/1634.jpg
1635,Unisex,Footwear,Shoes,Casual Shoes,Red,Spring,2011,Casual,Newfeel Unisex Red Comfy Shoes,1635.jpg,78f8e36a0e31471bf907d579d256b86cd839ccc0ac65da545715175b16b2d142,supplied,supplied_manifest,datasets/train/images_train/1635.jpg
1637,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Nike Men White Cricket Shoes,1637.jpg,d561008ad9c7bb37e94779de9813079e248b71cbfdc9e94f88202e4e562a754a,supplied,supplied_manifest,datasets/train/images_train/1637.jpg
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010,Sports,Nabaiji Swimming Goggles Blue Black,1638.jpg,22866f8835216be1d55a212e86bb3e23203ee2afb043a5180a1039d8039b4c70,supplied,supplied_manifest,datasets/train/images_train/1638.jpg
1641,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2010,Sports,Reebok Men's Hex Run Pure Silver Shoe,1641.jpg,6a99b0a0aa759035891fde2ffff8d4b9ce981183092846341f2bfce40164bf40,supplied,supplied_manifest,datasets/train/images_train/1641.jpg
1642,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Reebok Men Winning Stride White Red,1642.jpg,c67706552c561a09913b701a3b71b8a9e668bc01b3df518575eafb2ffc03ca75,supplied,supplied_manifest,datasets/train/images_train/1642.jpg
1644,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,Kipsta Men Loose Fit Round Neck Jersey Red,1644.jpg,719e4137f3fdc73a6769d0082e57eb760f59bfddf1727730c308c0b3900a9e93,supplied,supplied_manifest,datasets/train/images_train/1644.jpg
1645,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Kipsta Men Loose Fit Round Neck Jersey Black,1645.jpg,7157ad9681170ff6988e90469f177dd15b887b22970d5499e0cb3e6a4a4367d2,supplied,supplied_manifest,datasets/train/images_train/1645.jpg
1647,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011,Sports,Quechua Unisex Ultralight 16 Ltr Green Backpack,1647.jpg,d563322a4050786384fe687865389bbed4bc7ec20e77091df9137d3bfdab7313,supplied,supplied_manifest,datasets/train/images_train/1647.jpg
1651,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Domyos Women Style Pink T-shirt,1651.jpg,66c7cf1fe17fe32dacae53d22d89a36ddf20a2e27bb3b120ba4043a4af525294,supplied,supplied_manifest,datasets/train/images_train/1651.jpg
1653,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2010,Sports,Reebok Men's Ventilator Ubiq Shoe,1653.jpg,6a9bc0bcd182984d786b012df4299c171c838998275a1bb81f080bead3585f01,supplied,supplied_manifest,datasets/train/images_train/1653.jpg
1654,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Reebok Men's Frisker LP Shoe,1654.jpg,41fbe1a0467888454e64bebc5940ce41ad543acbaf04def35d9b6ad360265a98,supplied,supplied_manifest,datasets/train/images_train/1654.jpg
1656,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,Nike Unisex Odi Day Cap,1656.jpg,6a7046507d18b229d81005f60def2d8191d99b72f5c3d3cae83afb930a125220,supplied,supplied_manifest,datasets/train/images_train/1656.jpg
1657,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Reebok Men's White High Wire Shoe,1657.jpg,2d19df13e1df8155854a02bcc9eda9c18c91edcf419b323b4668cc421b77500e,supplied,supplied_manifest,datasets/train/images_train/1657.jpg
1668,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Reebok Men Playdry Full Sleeved T-shirt Red,1668.jpg,427b8f1d40eb92e1ab03e79be2ca44a1a5082dcb317873d43842d198a842ea10,supplied,supplied_manifest,datasets/train/images_train/1668.jpg
1671,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Reebok Men Black Polo T-shirt,1671.jpg,4c9cbfcfa1dac59d570d8bd124dfd4602646d3a01b815f9aa2c6bb75d3533437,supplied,supplied_manifest,datasets/train/images_train/1671.jpg
1689,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Reebok Men Blue Polo T-shirt,1689.jpg,3dc9254935e22475b0f00269800030065e158028d8273276b0f5b457d19ec57e,supplied,supplied_manifest,datasets/train/images_train/1689.jpg
1697,Unisex,Accessories,Bags,Backpacks,Black,Fall,2010,Sports,Puma Deck Black Backpack,1697.jpg,c31e47b1266e7538433809b0ec1818b88a38c2dcbc40563a005c5edf71685e42,supplied,supplied_manifest,datasets/train/images_train/1697.jpg
1727,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Newfeel Unisex Black Lightweight Shoes,1727.jpg,1c94890670473982896ce1a7d1f47cf9ec3654e386625b12cdfdef86a2ebbf84,supplied,supplied_manifest,datasets/train/images_train/1727.jpg
1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2011,Casual,Newfeel Unisex White Shoes,1729.jpg,103277af2a18c1570561d3f5dc10e799fd59a3b9487b7a20d8611b24a91717b7,supplied,supplied_manifest,datasets/train/images_train/1729.jpg
1731,Women,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Reebok Women White Blue Frisker Shoes,1731.jpg,f8b0288ba18dad750a482df56b0227d4bc2ffae0a17d1ccc4cfeff25300db467,supplied,supplied_manifest,datasets/train/images_train/1731.jpg
1752,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,Lotto Men Red Epic T-shirt,1752.jpg,a20b30aeec09bc0b7b207c907fe1cf3130c0192e05a00bf0696556337a45e02c,supplied,supplied_manifest,datasets/train/images_train/1752.jpg
1754,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Lotto Men Marcello Black T-shirt,1754.jpg,ca2fc9cc4ff800f5ef3b555317136e9e66248f156f76ac620b5cdf08dd558e89,supplied,supplied_manifest,datasets/train/images_train/1754.jpg
1757,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Lotto Men Polo Slate Black Rugby T-shirt,1757.jpg,0d300df6284c569c1a9884b38859507e54a77d231fb7bcb98d843541a0e8eb20,supplied,supplied_manifest,datasets/train/images_train/1757.jpg
1758,Men,Apparel,Topwear,Jackets,White,Fall,2010,Sports,Lotto Men White Collared Jacket,1758.jpg,2a6e919e1d236870af4610bb1d455723b1d2ee7924d9d6b5e3dec7f58f1681e3,supplied,supplied_manifest,datasets/train/images_train/1758.jpg
1759,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Sports,Lotto Men Epic Grey T-shirt,1759.jpg,9a02efffadf446360c1f29f601f789e86a6ef62045123769037e9b4be6da7efe,supplied,supplied_manifest,datasets/train/images_train/1759.jpg
1760,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Lotto Men Marcello White T-shirt,1760.jpg,169e3aa3b565cbf546aac153ae4d1dcc2ee737de15a036244d046fedefd43072,supplied,supplied_manifest,datasets/train/images_train/1760.jpg
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Lotto Women Cathy Blue T-shirt,1762.jpg,e54b13e7150bd10a45f1f00f4fb7bdd724c86b7c479c79484239f73115dfec3c,supplied,supplied_manifest,datasets/train/images_train/1762.jpg
