id,articleType,group_id
2825,Formal Shoes,3c899f6f5776e82de1b824786fff38b40bb7ab05fb32bc465dce8b6f41f68544
2831,Casual Shoes,5bd6a4bc8739c630e88e54acc352ef9f51644f4eca6e784299ad2368add04d0c
2832,Casual Shoes,d5bf4da4b977b7968faf89613d4bcf119b383c64cc11235008cfac610ed14758
2835,Tshirts,f257760319279445e912c93cecbd4863965304b6ba463b2a757024a67088c657
2843,Tshirts,3153bd6288c70e789a464cad78e679fa204724513f116ac4d5207504d5603cc2
2845,Tshirts,3c9b5e6eead213928d414fcd0a17b21fab4afcc559cebc9bb3d2b824e9fe8f56
2849,Tshirts,df28cf19caf485ce14441aaed94a8919d2b8f3a1a7f716b1c28e154aeac84d35
2852,Tshirts,563bce6f3b7a83626d5b92e5e9e8e7ab8cb154fba3431fb3baf68f25ee568756
2857,Tshirts,3d7c3e7a9c89700e1052015d7ad6da8b7ae9d4f89a38d6fc67b5f5ef7fe0fa39
2859,Tshirts,3648214a32477808a5f63a507217b09f8284efb069686f864220a166d39c6bee
2865,Tshirts,f9c2696e23e631cc661967b7b2d7f1db712a1eb1d3efb7cc67858c8ef43b3dbb
2885,Heels,1c3ef6b9d25b40d7db9819015ce8ee9a470d026b0cf41240b98ff3a9fd91def6
2901,Heels,92c80320da1786c30b2edec2311e918a02f7c713c27066250e8c46103b91b942
2918,Tshirts,e6fbf97d9b1ef039f760a4dec3cc60b4b77ae2d231c8b1cc8ff20b53d60a12f9
2928,Tshirts,1b96a63d4493c28f7f4a942110baa1384ca4a7b1bafd64a1a0bb495c8b27ccf2
2940,Tops,d3e2f6fcb16f0cc87baadebcbe97335e59501c4d1069d644620497e4e60dea72
2956,Tops,184aeeb0e7f36d2f5680cd52ca01bc2a406d9075e276ed2e40744caeae21a657
2972,Tshirts,3f51828c00a9c6a4971a1fd52d960dca6e2273a4565c1a995c022ef8136fc0df
2977,Tshirts,5d3523763c8b8e9561b71f93b17d903f52fd181d5e78ed9afe27fb045eb213c3
2988,Casual Shoes,3864cdd6976aa9e4725d86dbaf481dd4cc8c9fa98beef0afecc09cc42c642a03
3017,Tshirts,b51b0a36c2e4c5e4ef9e2cd966fd653d6fbb8e739f3fbfb1bbf5c8ecdb3f2368
3021,Tshirts,625bf778980e61969f4621f277193599ae536ce7c48c5a73ae31490575a49bb7
3027,Tshirts,7e86381ea8c10b7d1c8f22fbd78fb380a4a8b7cba124ac10478bd9f2a29e4daa
3048,Tshirts,74da82f9bd1d2c46a33fd6222d966ae7cab404dbea731d81331267cdc1459804
3054,Tshirts,4f6f9918dc3ebf95ba302780efa2df46412a95dea6195fb9de84eea31cf9eaaa
3056,Tshirts,d580cc194672bcee178051931b26a3cad3daa6408630aa7c790a739b94b6a576
3058,Tshirts,1ee2660a4fd7b15f7ed1875e97974196e5a8c17a5d1af4850979252f5b5b07d8
3068,Tshirts,3f08ef05774112274679361cdec96c89d855c86b397b0834fc2e16b9f114541c
3077,Tshirts,552901bb0715794c3030843500b1762da51c498049cebc76deec980724e95506
3082,Tshirts,1bf04f52fbfed199377c0b6abf2ef0aa78613bb02b29d5385629c6e7e13da2cb
3095,Tshirts,2090d2434b7fcd594e74d05101317582d5323b288236a4fd81367112e641107a
3108,Tshirts,34faf9cbaec9d24b5605322e8cf30e1262705d9ca2db19342cce76836ccac35e
3129,Tshirts,6e4b119800cb8cdbe708339624db2dca8ea050ce4fb68310ff22198871d3b8ca
3141,Heels,a030f9e30e9e80605a7518e2bc3c35a29b89cbe3a2935d3c00e0ab34741fc902
3163,Sports Shoes,0a077f452b37c23f5008d4d4b2011625c9ee38ef7f84d2faaf72239ce5e9e088
3192,Tshirts,04414bb8ae5aa8441c878d5d717bdd2330a151da7d019452dffefa26f4639719
3193,Tshirts,b8908ae6a7f5217cc9843a9fe3ffbdfe294565c5675524b13c03488c2ff627c2
3203,Tshirts,acd3025a62c53914f7ef5cd839c4839b09077b77964b8d040a841bf04e5ac3e6
3208,Tshirts,1f0180ba9038f9b0c3801af728502e10afb004bc1e9d51acd4f17a31cc430ced
3214,Flip Flops,0b1bac511984120555a152cadfdca2a92fc134a96cff6934327fd4017f8435ab
3216,Sandals,414151b0deb7f3e13e8d399a8e50f5fbfa11d68693f5fc898dd5b1e2ffc5df5c
3221,Sports Shoes,970254994740e0845008aa298d1691ac520212db3248cbc5956edd005d8cf265
3235,Casual Shoes,69718badf895fd78186222a08d0575e120b6f58e2202ae8185d2365edd217550
3239,Sports Shoes,c241846a402b00677d76368c7e26274745c91bea644ee3824fa72f6e56f6b413
3245,Casual Shoes,7ae2c59e028ac426cf4424f6a11e3dc713b6d32935ad7d31653aae3b844d46b8
3246,Casual Shoes,75c6701d1c8b0b1b944eaff914b4df228cd4a86b8c9698d13abcc1683ed8e34e
3252,Sports Shoes,de541a7b5f4781b54464495a577882bbb16425f49c9190bbba385d28f7840a9e
3261,Tshirts,5cc4c6c192792da85794b7b5de9bec368ad687faed30d71d4a06732c28085a80
3264,Tshirts,9b823476cc400345dee405014c7cf59210a39a095785cbbf0204a2ad55a36e07
3269,Tshirts,af139ac54bede847f19775847d354776b083dd3ff1fe11c4375ae2b5aad18641
3270,Tshirts,fa8674ef2e2071a1df0d710ec6e13c823a1b06e9a46ff821b4b06b91947eccfe
3281,Tshirts,89768f757170c3fdc134eacd3d06d1871908d64ae26f18aeffcd406ccfb07c87
3288,Tshirts,fa5b47ddcf8b0536858d469d47f694b66f4f0a636fa85ef69d51928ec30160fd
3294,Sports Shoes,3bfeb64a9ac13bcb5288f73f6d4d7e57684e190c092b5084e154964b4e42a35e
3303,Sports Shoes,e62f6701a75af25654ba0ed41254e19370d4919a3111991a34e88fe48fa2918f
3304,Sports Shoes,93e4f4054227dde71098e064324a84735f2f6c9deaa54d9c4e9705005cdbe613
3310,Sports Shoes,2e7811b3115b5fdf120f7380632eea101c05a506b305ebae1850488215571669
3318,Tshirts,6041468263cb8fdaac44b755809f632b879e850d8e189d30c9f9e88232374a98
3320,Tshirts,52344161e9aca5a7865f5f0ed2cc8cdd933c439d2546d4452087343ef5252386
3327,Tshirts,6abad21ae8f9f8c1e3d2fb13e3ea28fcbdbbb6cf5e64224574096c9a07c316f6
3329,Tshirts,5b43b39e8db1102fa78e31a302ef64d13ed35c8f81188a6f359a895b0bd4fab1
3330,Tshirts,a16701cfffa464401327cc87c57dd6e49cb00cef83fab82de501449fac435951
3334,Backpacks,bbc93e533ef1a70b4ca6210e4096947ccae1669d701ffc030ef5954e6035c0f1
3336,Tshirts,3bb89dcd95ed32e77a98ca65c8607d6ef70b43344d7e4e826561abefa6de5b51
3349,Tshirts,39cdcb112dbcb222749a92ae47c97f5ff356131800e491564605bf74ef8acc89
3374,Sports Shoes,eb729c3a2e3f5391550f3e4352a6e750355bab9f183b05d1ef9dadccd3a51dc3
3376,Sports Shoes,d0740135b980715155b294275dc07692787f58b58237ca7422cbde09192b20ff
3384,Handbags,70a9f3f3f66e54b8f03eac0106200c12c006ca08da48fcd5c4a91de123becc9f
3401,Handbags,e128d456cee6d550f3d5576645fcf9ca78348b39b823da6e44e6b97235cb7501
3412,Tshirts,69326b738b223511edb312a31ea307c863fe66cff53963011ddb6d8a0055a92c
3413,Tshirts,298f700b3e6b4655773262e08fb414940915516b9dafd877f561d9226412729d
3414,Tshirts,56c5eef70b27b0de717aaaccecfe6ee0b97a1553ee575c88432066349926bfff
3421,Tshirts,bafa86497bec97e9bec35a8043cbc768da26dc5bfe248c7d239497e73957628d
3426,Tshirts,c6060c1f9c188339bcd05f6f796f4b634b58411e15735a1e1efd6b3304190c58
3427,Tshirts,1f2811adcc7d49b21a2853c7df376affa2720edec60d9977b60fe0b3eedc07f7
3431,Tshirts,887bc2dcfc80b17f63ab167226bc6377317b27f2719266b383fef99c10d60015
3446,Tshirts,7c3a6f4f3af6a1c742fd553069c3b88e2131a2b214836cd475ec7ee4a01202c9
3448,Tshirts,407f8478260558d0913f330f7741783a676f66f17d567ba3c123224b6ba1b98d
3451,Tshirts,e80d60ad48a6ab25cc22bde7bd01d64138bc5f3c3094c518760bfd313d35b9e2
3453,Sports Shoes,5cc3b56363700864e7451b0c55721a4a2e7ea79737b17f82d785536956ecdb05
3455,Sports Shoes,cbb0060a5e6f8e658aa3b6f23ddb3086150d4fea89faf31a9d1c609f736b0634
3461,Sports Shoes,562f22869310a633cab7bfe089b8c06f63ceacba385b802da48cf4a605141fbd
3465,Swimwear,79e811f8fc0a0874306c536267a94f330dce4a5154b288dd274d35d2d60da7db
3470,Backpacks,dc0560f11a0ac7af9ebe5f2c9fe76c49f8a0a5a69f41dac3e3a5c321d64a29ab
3481,Track Pants,a0176971753642fd336fb1c1e2323d65495cf50e98dbb7c06e0a4e0c644812dd
3493,Casual Shoes,112b2a4d19206f7221099643711f45e2e7fecc553e2d37d22697374f5ee824f2
3498,Casual Shoes,d6dab2d8107688fd9b96a1dc4591112e492d19dbd7399e2190f7baa3d8daa8c3
3501,Sports Shoes,b67f76e5bf6ef03273d35c147e5941a13edf0b021f93fa328657c890211883f8
3506,Casual Shoes,4e740d354b770df212a7fbcf8f80e6b95d8ca0709032cc44fcc84ed11d8dcf87
3510,Capris,da59556d965b5bd116cc090aefbe4f257902b1cea0c7597d84ea37dc1c923314
3518,Tshirts,31d6a5115e902bb2668f9c6c89ede522e66ccd626032ebb4ba14dad67488c406
3519,Tshirts,a422ede234b63abb2a3d87ba464940a99045ef53659f678997c47f74b743f4e1
3524,Tshirts,fda767246c04f2b373bf060499f7271a100c19db484c3136c39a7fc533c6fc43
3531,Tshirts,68ff191427928387d840df9012401e11e3ef5a810f5ed19210bc56b69235ccfa
3533,Tshirts,a6a02bb13fe6e6700e5e67870c67086b6ca9bd5df13dd637fe5e543667792221
3538,Tshirts,f4c89f2af8bb5d7b530c893829c9c0b01af4c9fe09b89bd84cc5c66d4fedc5ba
3544,Tshirts,3d3bf9482c40a053d64f0854ae3f82bd46cffd7a69b8e9c526045f3ef5948fb5
3579,Sports Shoes,ccbfddb7c730b2192b8d63cb2574e4d81dde7c87f9c60be6b6e391a18be57aab
3596,Casual Shoes,0b7c00225b05189522275fd018ec6955423d5e94aed0ecd648f8c3b58baf2788
3597,Casual Shoes,826c2ccf8f0c003a120be3f6b6fc9209c8c58edd261534c810c410752b1ff5a9
3600,Tshirts,959d71b14cede63535f9d9d50e5c1df82ba9be2bceb4b7e2210920695db8cbaf
3629,Flip Flops,687cc9d78135fec03aa82eed121b53a1b00731eedc9a0a5fa5479d73d00cb894
3632,Flip Flops,986c6f9f0b59b9caee69bd9a655dc64c1abd8e712b1d8dff9ed2d4b0c4690ad2
3642,Casual Shoes,e8f29006f7b60cdefabdda6f5039b3ef648eff97a774b2f2ef8bee60e69a9b38
3653,Casual Shoes,92542e2f71b1cb27440f7729c0714208866e634dd374c6d083e84cdfba9c2895
3654,Casual Shoes,45b019479e712c7423c421709960614a4ebe5ba9a57afca60ee3de9f4945ccf1
3661,Sports Shoes,bf077512f0e9a052d7c5561194ac49581049dab7c2592dcc88cc3cc10cf29aca
3666,Sports Shoes,0283bb403fb3f453d4b10ef6de3e5d57ce53b674a4a4a893096487dd01c59c72
3673,Sports Shoes,669d61720dff068200dd5737e5076fdf024c7e59ab1aeffe174a15c44233c984
3690,Sports Shoes,afc51c93c1e307e6e45c8cb0d3f6d89fd8d02279a8018fc6fd5f7d68e6188931
3694,Casual Shoes,ab4aa8d476c0e6f1cc8ad77d1efe2330d2c054f01d5efb273a2e762047df1208
3716,Tshirts,95f307c6248f768317df13b6b0c29cd7b77af52811d1fda358f6c515fe013121
3719,Tshirts,2d3aa3d269b27113d3e55bdbc3931d9b684a7ce702c93e9eb44c3171af516b8b
3728,Tshirts,644b20fe8c0b6e85919cdc3b5a37a260c1853033e3b7e25d3b5ba86798099446
3737,Caps,4e26153004c3592d3927f7f5f37d1e5cf9b7c989bd6abc632cb20051bdfe7bf5
3743,Tshirts,98524826aac382cf0ad174e0f8a80b2c794904925d66f83fccf4208edadeca43
3745,Tshirts,09e586811b29c9ded9fa035ba134dd05b6d839a59bc48bf1a8abf9a82fec66ed
3752,Tshirts,803c1c7f51ed6c4f75e7e64ab079c07549dfac4efe97b10865bb5a12eec046f3
3776,Tshirts,0504ce7abd5c0d87b71caad00e23444db48e91c32d86dceba95382371b3c96bd
3780,Tshirts,4eda922f7e9d77daebef2ddf114f86c8076ff9170d856a62b08e4ebb0baa732d
