id,split,position,data_source
1765,train,101,original_fashion_dataset
1782,train,102,original_fashion_dataset
1784,train,103,original_fashion_dataset
1785,train,104,original_fashion_dataset
1788,train,105,original_fashion_dataset
1790,train,106,original_fashion_dataset
1791,train,107,original_fashion_dataset
1793,train,108,original_fashion_dataset
1794,train,109,original_fashion_dataset
1795,train,110,original_fashion_dataset
1798,train,111,original_fashion_dataset
1800,train,112,original_fashion_dataset
1801,train,113,original_fashion_dataset
1802,train,114,original_fashion_dataset
1803,train,115,original_fashion_dataset
1804,train,116,original_fashion_dataset
1805,train,117,original_fashion_dataset
1806,train,118,original_fashion_dataset
1808,train,119,original_fashion_dataset
1810,train,120,original_fashion_dataset
1811,train,121,original_fashion_dataset
1812,train,122,original_fashion_dataset
1813,train,123,original_fashion_dataset
1814,train,124,original_fashion_dataset
1827,train,125,original_fashion_dataset
1831,train,126,original_fashion_dataset
1832,train,127,original_fashion_dataset
1833,train,128,original_fashion_dataset
1836,train,129,original_fashion_dataset
1841,train,130,original_fashion_dataset
1842,train,131,original_fashion_dataset
1845,train,132,original_fashion_dataset
1846,train,133,original_fashion_dataset
1849,train,134,original_fashion_dataset
1852,train,135,original_fashion_dataset
1853,train,136,original_fashion_dataset
1854,train,137,original_fashion_dataset
1856,train,138,original_fashion_dataset
1857,train,139,original_fashion_dataset
1859,train,140,original_fashion_dataset
1860,train,141,original_fashion_dataset
1862,train,142,original_fashion_dataset
1863,train,143,original_fashion_dataset
1865,train,144,original_fashion_dataset
1866,train,145,original_fashion_dataset
1867,train,146,original_fashion_dataset
1868,train,147,original_fashion_dataset
1869,train,148,original_fashion_dataset
1870,train,149,original_fashion_dataset
1871,train,150,original_fashion_dataset
1875,train,151,original_fashion_dataset
1876,train,152,original_fashion_dataset
1879,train,153,original_fashion_dataset
1881,train,154,original_fashion_dataset
1882,train,155,original_fashion_dataset
1884,train,156,original_fashion_dataset
1885,train,157,original_fashion_dataset
1886,train,158,original_fashion_dataset
1887,train,159,original_fashion_dataset
1888,train,160,original_fashion_dataset
1889,train,161,original_fashion_dataset
1890,train,162,original_fashion_dataset
1891,train,163,original_fashion_dataset
1895,train,164,original_fashion_dataset
1902,train,165,original_fashion_dataset
1903,train,166,original_fashion_dataset
1904,train,167,original_fashion_dataset
1906,train,168,original_fashion_dataset
1907,train,169,original_fashion_dataset
1909,train,170,original_fashion_dataset
1910,train,171,original_fashion_dataset
1912,train,172,original_fashion_dataset
1913,train,173,original_fashion_dataset
1916,train,174,original_fashion_dataset
1917,train,175,original_fashion_dataset
1918,train,176,original_fashion_dataset
1920,train,177,original_fashion_dataset
1923,train,178,original_fashion_dataset
1924,train,179,original_fashion_dataset
1925,train,180,original_fashion_dataset
1926,train,181,original_fashion_dataset
1929,train,182,original_fashion_dataset
1931,train,183,original_fashion_dataset
1932,train,184,original_fashion_dataset
1933,train,185,original_fashion_dataset
1934,train,186,original_fashion_dataset
1937,train,187,original_fashion_dataset
1941,train,188,original_fashion_dataset
1942,train,189,original_fashion_dataset
1943,train,190,original_fashion_dataset
1944,train,191,original_fashion_dataset
1946,train,192,original_fashion_dataset
1947,train,193,original_fashion_dataset
1948,train,194,original_fashion_dataset
1949,train,195,original_fashion_dataset
1950,train,196,original_fashion_dataset
1951,train,197,original_fashion_dataset
1962,train,198,original_fashion_dataset
1963,train,199,original_fashion_dataset
1972,train,200,original_fashion_dataset
1973,train,201,original_fashion_dataset
1977,train,202,original_fashion_dataset
1978,train,203,original_fashion_dataset
1981,train,204,original_fashion_dataset
1982,train,205,original_fashion_dataset
1985,train,206,original_fashion_dataset
1989,train,207,original_fashion_dataset
1990,train,208,original_fashion_dataset
1993,train,209,original_fashion_dataset
1994,train,210,original_fashion_dataset
1995,train,211,original_fashion_dataset
1996,train,212,original_fashion_dataset
1998,train,213,original_fashion_dataset
1999,train,214,original_fashion_dataset
2001,train,215,original_fashion_dataset
2002,train,216,original_fashion_dataset
2004,train,217,original_fashion_dataset
2005,train,218,original_fashion_dataset
2006,train,219,original_fashion_dataset
2007,train,220,original_fashion_dataset
2008,train,221,original_fashion_dataset
2010,train,222,original_fashion_dataset
2011,train,223,original_fashion_dataset
2012,train,224,original_fashion_dataset
2015,train,225,original_fashion_dataset
2024,train,226,original_fashion_dataset
2025,train,227,original_fashion_dataset
2026,train,228,original_fashion_dataset
2027,train,229,original_fashion_dataset
2028,train,230,original_fashion_dataset
2029,train,231,original_fashion_dataset
2030,train,232,original_fashion_dataset
2031,train,233,original_fashion_dataset
2033,train,234,original_fashion_dataset
2034,train,235,original_fashion_dataset
2035,train,236,original_fashion_dataset
2036,train,237,original_fashion_dataset
2037,train,238,original_fashion_dataset
2039,train,239,original_fashion_dataset
2042,train,240,original_fashion_dataset
2044,train,241,original_fashion_dataset
2046,train,242,original_fashion_dataset
2047,train,243,original_fashion_dataset
2048,train,244,original_fashion_dataset
2049,train,245,original_fashion_dataset
2050,train,246,original_fashion_dataset
2051,train,247,original_fashion_dataset
2052,train,248,original_fashion_dataset
2053,train,249,original_fashion_dataset
2054,train,250,original_fashion_dataset
2055,train,251,original_fashion_dataset
2056,train,252,original_fashion_dataset
2057,train,253,original_fashion_dataset
2058,train,254,original_fashion_dataset
2059,train,255,original_fashion_dataset
2060,train,256,original_fashion_dataset
2062,train,257,original_fashion_dataset
2065,train,258,original_fashion_dataset
2069,train,259,original_fashion_dataset
2078,train,260,original_fashion_dataset
2090,train,261,original_fashion_dataset
2091,train,262,original_fashion_dataset
2092,train,263,original_fashion_dataset
2093,train,264,original_fashion_dataset
2094,train,265,original_fashion_dataset
2095,train,266,original_fashion_dataset
2096,train,267,original_fashion_dataset
2097,train,268,original_fashion_dataset
2098,train,269,original_fashion_dataset
2099,train,270,original_fashion_dataset
2100,train,271,original_fashion_dataset
2101,train,272,original_fashion_dataset
2105,train,273,original_fashion_dataset
2106,train,274,original_fashion_dataset
2107,train,275,original_fashion_dataset
2108,train,276,original_fashion_dataset
2109,train,277,original_fashion_dataset
2110,train,278,original_fashion_dataset
2112,train,279,original_fashion_dataset
2114,train,280,original_fashion_dataset
2116,train,281,original_fashion_dataset
2118,train,282,original_fashion_dataset
2119,train,283,original_fashion_dataset
2120,train,284,original_fashion_dataset
2121,train,285,original_fashion_dataset
2122,train,286,original_fashion_dataset
2123,train,287,original_fashion_dataset
2125,train,288,original_fashion_dataset
2128,train,289,original_fashion_dataset
2132,train,290,original_fashion_dataset
2133,train,291,original_fashion_dataset
2134,train,292,original_fashion_dataset
2135,train,293,original_fashion_dataset
2136,train,294,original_fashion_dataset
2137,train,295,original_fashion_dataset
2140,train,296,original_fashion_dataset
2141,train,297,original_fashion_dataset
2142,train,298,original_fashion_dataset
2143,train,299,original_fashion_dataset
2144,train,300,original_fashion_dataset
2145,train,301,original_fashion_dataset
2146,train,302,original_fashion_dataset
2147,train,303,original_fashion_dataset
2148,train,304,original_fashion_dataset
2150,train,305,original_fashion_dataset
2151,train,306,original_fashion_dataset
2152,train,307,original_fashion_dataset
2154,train,308,original_fashion_dataset
2155,train,309,original_fashion_dataset
2157,train,310,original_fashion_dataset
2158,train,311,original_fashion_dataset
2159,train,312,original_fashion_dataset
2160,train,313,original_fashion_dataset
2161,train,314,original_fashion_dataset
2162,train,315,original_fashion_dataset
2163,train,316,original_fashion_dataset
2164,train,317,original_fashion_dataset
2165,train,318,original_fashion_dataset
2166,train,319,original_fashion_dataset
2169,train,320,original_fashion_dataset
2171,train,321,original_fashion_dataset
2172,train,322,original_fashion_dataset
2176,train,323,original_fashion_dataset
2177,train,324,original_fashion_dataset
2179,train,325,original_fashion_dataset
2180,train,326,original_fashion_dataset
2181,train,327,original_fashion_dataset
2182,train,328,original_fashion_dataset
2185,train,329,original_fashion_dataset
2187,train,330,original_fashion_dataset
2188,train,331,original_fashion_dataset
2189,train,332,original_fashion_dataset
2191,train,333,original_fashion_dataset
2192,train,334,original_fashion_dataset
2194,train,335,original_fashion_dataset
2195,train,336,original_fashion_dataset
2197,train,337,original_fashion_dataset
2198,train,338,original_fashion_dataset
2199,train,339,original_fashion_dataset
2202,train,340,original_fashion_dataset
2203,train,341,original_fashion_dataset
2204,train,342,original_fashion_dataset
2205,train,343,original_fashion_dataset
2206,train,344,original_fashion_dataset
2207,train,345,original_fashion_dataset
2208,train,346,original_fashion_dataset
2209,train,347,original_fashion_dataset
2211,train,348,original_fashion_dataset
2213,train,349,original_fashion_dataset
2214,train,350,original_fashion_dataset
2215,train,351,original_fashion_dataset
2216,train,352,original_fashion_dataset
2217,train,353,original_fashion_dataset
2218,train,354,original_fashion_dataset
2220,train,355,original_fashion_dataset
2221,train,356,original_fashion_dataset
2223,train,357,original_fashion_dataset
2224,train,358,original_fashion_dataset
2225,train,359,original_fashion_dataset
2227,train,360,original_fashion_dataset
2229,train,361,original_fashion_dataset
2230,train,362,original_fashion_dataset
2231,train,363,original_fashion_dataset
2233,train,364,original_fashion_dataset
2234,train,365,original_fashion_dataset
2237,train,366,original_fashion_dataset
2239,train,367,original_fashion_dataset
2240,train,368,original_fashion_dataset
2241,train,369,original_fashion_dataset
2242,train,370,original_fashion_dataset
2244,train,371,original_fashion_dataset
2245,train,372,original_fashion_dataset
2246,train,373,original_fashion_dataset
2247,train,374,original_fashion_dataset
2248,train,375,original_fashion_dataset
2249,train,376,original_fashion_dataset
2250,train,377,original_fashion_dataset
2252,train,378,original_fashion_dataset
2253,train,379,original_fashion_dataset
2254,train,380,original_fashion_dataset
2256,train,381,original_fashion_dataset
2257,train,382,original_fashion_dataset
2259,train,383,original_fashion_dataset
2260,train,384,original_fashion_dataset
2261,train,385,original_fashion_dataset
2262,train,386,original_fashion_dataset
2264,train,387,original_fashion_dataset
2265,train,388,original_fashion_dataset
2266,train,389,original_fashion_dataset
2267,train,390,original_fashion_dataset
2268,train,391,original_fashion_dataset
2269,train,392,original_fashion_dataset
2270,train,393,original_fashion_dataset
2271,train,394,original_fashion_dataset
2272,train,395,original_fashion_dataset
2273,train,396,original_fashion_dataset
2274,train,397,original_fashion_dataset
2276,train,398,original_fashion_dataset
2278,train,399,original_fashion_dataset
2279,train,400,original_fashion_dataset
2280,train,401,original_fashion_dataset
2282,train,402,original_fashion_dataset
2284,train,403,original_fashion_dataset
2288,train,404,original_fashion_dataset
2289,train,405,original_fashion_dataset
2290,train,406,original_fashion_dataset
2291,train,407,original_fashion_dataset
2292,train,408,original_fashion_dataset
2293,train,409,original_fashion_dataset
2295,train,410,original_fashion_dataset
2296,train,411,original_fashion_dataset
2298,train,412,original_fashion_dataset
2299,train,413,original_fashion_dataset
2300,train,414,original_fashion_dataset
2302,train,415,original_fashion_dataset
2303,train,416,original_fashion_dataset
2305,train,417,original_fashion_dataset
2306,train,418,original_fashion_dataset
2307,train,419,original_fashion_dataset
2309,train,420,original_fashion_dataset
2310,train,421,original_fashion_dataset
2311,train,422,original_fashion_dataset
2312,train,423,original_fashion_dataset
2313,train,424,original_fashion_dataset
2314,train,425,original_fashion_dataset
2315,train,426,original_fashion_dataset
2317,train,427,original_fashion_dataset
2318,train,428,original_fashion_dataset
2319,train,429,original_fashion_dataset
2325,train,430,original_fashion_dataset
2326,train,431,original_fashion_dataset
2328,train,432,original_fashion_dataset
2329,train,433,original_fashion_dataset
2330,train,434,original_fashion_dataset
2332,train,435,original_fashion_dataset
2333,train,436,original_fashion_dataset
2334,train,437,original_fashion_dataset
2335,train,438,original_fashion_dataset
2336,train,439,original_fashion_dataset
2337,train,440,original_fashion_dataset
2339,train,441,original_fashion_dataset
2340,train,442,original_fashion_dataset
2341,train,443,original_fashion_dataset
2343,train,444,original_fashion_dataset
2344,train,445,original_fashion_dataset
2345,train,446,original_fashion_dataset
2346,train,447,original_fashion_dataset
2348,train,448,original_fashion_dataset
2350,train,449,original_fashion_dataset
2351,train,450,original_fashion_dataset
2353,train,451,original_fashion_dataset
2354,train,452,original_fashion_dataset
2355,train,453,original_fashion_dataset
2358,train,454,original_fashion_dataset
2359,train,455,original_fashion_dataset
2360,train,456,original_fashion_dataset
2362,train,457,original_fashion_dataset
2363,train,458,original_fashion_dataset
2365,train,459,original_fashion_dataset
2367,train,460,original_fashion_dataset
2368,train,461,original_fashion_dataset
2369,train,462,original_fashion_dataset
2370,train,463,original_fashion_dataset
2371,train,464,original_fashion_dataset
2372,train,465,original_fashion_dataset
2373,train,466,original_fashion_dataset
2375,train,467,original_fashion_dataset
2376,train,468,original_fashion_dataset
2378,train,469,original_fashion_dataset
2379,train,470,original_fashion_dataset
2380,train,471,original_fashion_dataset
2381,train,472,original_fashion_dataset
2382,train,473,original_fashion_dataset
2383,train,474,original_fashion_dataset
2384,train,475,original_fashion_dataset
2385,train,476,original_fashion_dataset
2387,train,477,original_fashion_dataset
2388,train,478,original_fashion_dataset
2389,train,479,original_fashion_dataset
2391,train,480,original_fashion_dataset
2394,train,481,original_fashion_dataset
2396,train,482,original_fashion_dataset
2397,train,483,original_fashion_dataset
2398,train,484,original_fashion_dataset
2399,train,485,original_fashion_dataset
2400,train,486,original_fashion_dataset
2402,train,487,original_fashion_dataset
2403,train,488,original_fashion_dataset
2467,train,489,original_fashion_dataset
2474,train,490,original_fashion_dataset
2477,train,491,original_fashion_dataset
2480,train,492,original_fashion_dataset
2481,train,493,original_fashion_dataset
2482,train,494,original_fashion_dataset
2485,train,495,original_fashion_dataset
2486,train,496,original_fashion_dataset
2487,train,497,original_fashion_dataset
2488,train,498,original_fashion_dataset
2489,train,499,original_fashion_dataset
2490,train,500,original_fashion_dataset
2492,train,501,original_fashion_dataset
2493,train,502,original_fashion_dataset
2494,train,503,original_fashion_dataset
2495,train,504,original_fashion_dataset
2496,train,505,original_fashion_dataset
2497,train,506,original_fashion_dataset
2499,train,507,original_fashion_dataset
2501,train,508,original_fashion_dataset
2502,train,509,original_fashion_dataset
2504,train,510,original_fashion_dataset
2505,train,511,original_fashion_dataset
2506,train,512,original_fashion_dataset
2508,train,513,original_fashion_dataset
2509,train,514,original_fashion_dataset
2540,train,515,original_fashion_dataset
2541,train,516,original_fashion_dataset
2542,train,517,original_fashion_dataset
2543,train,518,original_fashion_dataset
2544,train,519,original_fashion_dataset
2545,train,520,original_fashion_dataset
2546,train,521,original_fashion_dataset
2547,train,522,original_fashion_dataset
2548,train,523,original_fashion_dataset
2550,train,524,original_fashion_dataset
2551,train,525,original_fashion_dataset
2552,train,526,original_fashion_dataset
2553,train,527,original_fashion_dataset
2555,train,528,original_fashion_dataset
2556,train,529,original_fashion_dataset
2557,train,530,original_fashion_dataset
2559,train,531,original_fashion_dataset
2562,train,532,original_fashion_dataset
2564,train,533,original_fashion_dataset
2572,train,534,original_fashion_dataset
2574,train,535,original_fashion_dataset
2576,train,536,original_fashion_dataset
2577,train,537,original_fashion_dataset
2578,train,538,original_fashion_dataset
2579,train,539,original_fashion_dataset
2580,train,540,original_fashion_dataset
2582,train,541,original_fashion_dataset
2584,train,542,original_fashion_dataset
2585,train,543,original_fashion_dataset
2586,train,544,original_fashion_dataset
2587,train,545,original_fashion_dataset
2588,train,546,original_fashion_dataset
2589,train,547,original_fashion_dataset
2590,train,548,original_fashion_dataset
2601,train,549,original_fashion_dataset
2602,train,550,original_fashion_dataset
2603,train,551,original_fashion_dataset
2604,train,552,original_fashion_dataset
2605,train,553,original_fashion_dataset
2607,train,554,original_fashion_dataset
2608,train,555,original_fashion_dataset
2610,train,556,original_fashion_dataset
2611,train,557,original_fashion_dataset
2613,train,558,original_fashion_dataset
2614,train,559,original_fashion_dataset
2615,train,560,original_fashion_dataset
2616,train,561,original_fashion_dataset
2618,train,562,original_fashion_dataset
2620,train,563,original_fashion_dataset
2621,train,564,original_fashion_dataset
2622,train,565,original_fashion_dataset
2623,train,566,original_fashion_dataset
2624,train,567,original_fashion_dataset
2625,train,568,original_fashion_dataset
2626,train,569,original_fashion_dataset
2628,train,570,original_fashion_dataset
2629,train,571,original_fashion_dataset
2630,train,572,original_fashion_dataset
2631,train,573,original_fashion_dataset
2632,train,574,original_fashion_dataset
2633,train,575,original_fashion_dataset
2635,train,576,original_fashion_dataset
2636,train,577,original_fashion_dataset
2637,train,578,original_fashion_dataset
2639,train,579,original_fashion_dataset
2640,train,580,original_fashion_dataset
2641,train,581,original_fashion_dataset
2642,train,582,original_fashion_dataset
2644,train,583,original_fashion_dataset
2647,train,584,original_fashion_dataset
2648,train,585,original_fashion_dataset
2650,train,586,original_fashion_dataset
2651,train,587,original_fashion_dataset
2653,train,588,original_fashion_dataset
2656,train,589,original_fashion_dataset
2658,train,590,original_fashion_dataset
2659,train,591,original_fashion_dataset
2661,train,592,original_fashion_dataset
2662,train,593,original_fashion_dataset
2663,train,594,original_fashion_dataset
2665,train,595,original_fashion_dataset
2666,train,596,original_fashion_dataset
2667,train,597,original_fashion_dataset
2668,train,598,original_fashion_dataset
2669,train,599,original_fashion_dataset
2670,train,600,original_fashion_dataset
2671,train,601,original_fashion_dataset
2672,train,602,original_fashion_dataset
2673,train,603,original_fashion_dataset
2674,train,604,original_fashion_dataset
2676,train,605,original_fashion_dataset
2678,train,606,original_fashion_dataset
2679,train,607,original_fashion_dataset
2680,train,608,original_fashion_dataset
2681,train,609,original_fashion_dataset
2683,train,610,original_fashion_dataset
2685,train,611,original_fashion_dataset
2686,train,612,original_fashion_dataset
2688,train,613,original_fashion_dataset
2689,train,614,original_fashion_dataset
2691,train,615,original_fashion_dataset
2693,train,616,original_fashion_dataset
2694,train,617,original_fashion_dataset
2695,train,618,original_fashion_dataset
2697,train,619,original_fashion_dataset
2699,train,620,original_fashion_dataset
2700,train,621,original_fashion_dataset
2702,train,622,original_fashion_dataset
2703,train,623,original_fashion_dataset
2704,train,624,original_fashion_dataset
2705,train,625,original_fashion_dataset
2706,train,626,original_fashion_dataset
2707,train,627,original_fashion_dataset
2710,train,628,original_fashion_dataset
2711,train,629,original_fashion_dataset
2712,train,630,original_fashion_dataset
2714,train,631,original_fashion_dataset
2717,train,632,original_fashion_dataset
2718,train,633,original_fashion_dataset
2720,train,634,original_fashion_dataset
2724,train,635,original_fashion_dataset
2727,train,636,original_fashion_dataset
2728,train,637,original_fashion_dataset
2730,train,638,original_fashion_dataset
2732,train,639,original_fashion_dataset
2737,train,640,original_fashion_dataset
2738,train,641,original_fashion_dataset
2741,train,642,original_fashion_dataset
2742,train,643,original_fashion_dataset
2743,train,644,original_fashion_dataset
2744,train,645,original_fashion_dataset
2745,train,646,original_fashion_dataset
2746,train,647,original_fashion_dataset
2747,train,648,original_fashion_dataset
2748,train,649,original_fashion_dataset
2749,train,650,original_fashion_dataset
2750,train,651,original_fashion_dataset
2751,train,652,original_fashion_dataset
2753,train,653,original_fashion_dataset
2755,train,654,original_fashion_dataset
2757,train,655,original_fashion_dataset
2760,train,656,original_fashion_dataset
2762,train,657,original_fashion_dataset
2766,train,658,original_fashion_dataset
2778,train,659,original_fashion_dataset
2779,train,660,original_fashion_dataset
2780,train,661,original_fashion_dataset
2781,train,662,original_fashion_dataset
2782,train,663,original_fashion_dataset
2784,train,664,original_fashion_dataset
2785,train,665,original_fashion_dataset
2786,train,666,original_fashion_dataset
2787,train,667,original_fashion_dataset
2788,train,668,original_fashion_dataset
2800,train,669,original_fashion_dataset
2801,train,670,original_fashion_dataset
2802,train,671,original_fashion_dataset
2803,train,672,original_fashion_dataset
2805,train,673,original_fashion_dataset
2807,train,674,original_fashion_dataset
2809,train,675,original_fashion_dataset
2814,train,676,original_fashion_dataset
2817,train,677,original_fashion_dataset
2821,train,678,original_fashion_dataset
2823,train,679,original_fashion_dataset
2827,train,680,original_fashion_dataset
2828,train,681,original_fashion_dataset
2831,train,682,original_fashion_dataset
2832,train,683,original_fashion_dataset
2833,train,684,original_fashion_dataset
2834,train,685,original_fashion_dataset
2835,train,686,original_fashion_dataset
2838,train,687,original_fashion_dataset
2840,train,688,original_fashion_dataset
2843,train,689,original_fashion_dataset
2844,train,690,original_fashion_dataset
2845,train,691,original_fashion_dataset
2846,train,692,original_fashion_dataset
2847,train,693,original_fashion_dataset
2849,train,694,original_fashion_dataset
2850,train,695,original_fashion_dataset
2851,train,696,original_fashion_dataset
2852,train,697,original_fashion_dataset
2853,train,698,original_fashion_dataset
2854,train,699,original_fashion_dataset
2855,train,700,original_fashion_dataset
2856,train,701,original_fashion_dataset
2857,train,702,original_fashion_dataset
2858,train,703,original_fashion_dataset
2859,train,704,original_fashion_dataset
2860,train,705,original_fashion_dataset
2861,train,706,original_fashion_dataset
2862,train,707,original_fashion_dataset
2863,train,708,original_fashion_dataset
2865,train,709,original_fashion_dataset
2866,train,710,original_fashion_dataset
2868,train,711,original_fashion_dataset
2870,train,712,original_fashion_dataset
2872,train,713,original_fashion_dataset
2874,train,714,original_fashion_dataset
2876,train,715,original_fashion_dataset
2877,train,716,original_fashion_dataset
2879,train,717,original_fashion_dataset
2880,train,718,original_fashion_dataset
2882,train,719,original_fashion_dataset
2885,train,720,original_fashion_dataset
2886,train,721,original_fashion_dataset
2887,train,722,original_fashion_dataset
2888,train,723,original_fashion_dataset
2889,train,724,original_fashion_dataset
2890,train,725,original_fashion_dataset
2892,train,726,original_fashion_dataset
2897,train,727,original_fashion_dataset
2899,train,728,original_fashion_dataset
2900,train,729,original_fashion_dataset
2903,train,730,original_fashion_dataset
2910,train,731,original_fashion_dataset
2912,train,732,original_fashion_dataset
2915,train,733,original_fashion_dataset
2916,train,734,original_fashion_dataset
2918,train,735,original_fashion_dataset
2920,train,736,original_fashion_dataset
2922,train,737,original_fashion_dataset
2928,train,738,original_fashion_dataset
2931,train,739,original_fashion_dataset
2934,train,740,original_fashion_dataset
2936,train,741,original_fashion_dataset
2938,train,742,original_fashion_dataset
2939,train,743,original_fashion_dataset
2940,train,744,original_fashion_dataset
2953,train,745,original_fashion_dataset
2954,train,746,original_fashion_dataset
2956,train,747,original_fashion_dataset
2965,train,748,original_fashion_dataset
2966,train,749,original_fashion_dataset
2967,train,750,original_fashion_dataset
2969,train,751,original_fashion_dataset
2970,train,752,original_fashion_dataset
2971,train,753,original_fashion_dataset
2972,train,754,original_fashion_dataset
2973,train,755,original_fashion_dataset
2975,train,756,original_fashion_dataset
2976,train,757,original_fashion_dataset
2977,train,758,original_fashion_dataset
2978,train,759,original_fashion_dataset
2979,train,760,original_fashion_dataset
2980,train,761,original_fashion_dataset
2981,train,762,original_fashion_dataset
2982,train,763,original_fashion_dataset
2983,train,764,original_fashion_dataset
2984,train,765,original_fashion_dataset
2985,train,766,original_fashion_dataset
2986,train,767,original_fashion_dataset
2987,train,768,original_fashion_dataset
2988,train,769,original_fashion_dataset
2994,train,770,original_fashion_dataset
3009,train,771,original_fashion_dataset
3011,train,772,original_fashion_dataset
3012,train,773,original_fashion_dataset
3013,train,774,original_fashion_dataset
3014,train,775,original_fashion_dataset
3015,train,776,original_fashion_dataset
3016,train,777,original_fashion_dataset
3017,train,778,original_fashion_dataset
3018,train,779,original_fashion_dataset
3019,train,780,original_fashion_dataset
3023,train,781,original_fashion_dataset
3027,train,782,original_fashion_dataset
3028,train,783,original_fashion_dataset
3029,train,784,original_fashion_dataset
3044,train,785,original_fashion_dataset
3045,train,786,original_fashion_dataset
3046,train,787,original_fashion_dataset
3047,train,788,original_fashion_dataset
3048,train,789,original_fashion_dataset
3050,train,790,original_fashion_dataset
3051,train,791,original_fashion_dataset
3054,train,792,original_fashion_dataset
3055,train,793,original_fashion_dataset
3056,train,794,original_fashion_dataset
3057,train,795,original_fashion_dataset
3058,train,796,original_fashion_dataset
3060,train,797,original_fashion_dataset
3065,train,798,original_fashion_dataset
3067,train,799,original_fashion_dataset
3069,train,800,original_fashion_dataset
3071,train,801,original_fashion_dataset
3072,train,802,original_fashion_dataset
3073,train,803,original_fashion_dataset
3074,train,804,original_fashion_dataset
3075,train,805,original_fashion_dataset
3077,train,806,original_fashion_dataset
3078,train,807,original_fashion_dataset
3079,train,808,original_fashion_dataset
3080,train,809,original_fashion_dataset
3081,train,810,original_fashion_dataset
3082,train,811,original_fashion_dataset
3084,train,812,original_fashion_dataset
3087,train,813,original_fashion_dataset
3088,train,814,original_fashion_dataset
3095,train,815,original_fashion_dataset
3096,train,816,original_fashion_dataset
3100,train,817,original_fashion_dataset
3101,train,818,original_fashion_dataset
3102,train,819,original_fashion_dataset
3105,train,820,original_fashion_dataset
3108,train,821,original_fashion_dataset
