id,gender,masterCategory,subCategory,articleType,season,usage,source,label_source
910054,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910055,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910056,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910057,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910058,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910059,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910060,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910061,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910062,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910063,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910064,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910065,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910066,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910067,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910068,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910069,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910070,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910071,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910072,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910073,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910074,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910075,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910076,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910077,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910078,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910079,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910080,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910081,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910082,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910083,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910084,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910085,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910086,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910087,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910088,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910089,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910090,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910091,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910092,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910093,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910094,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910095,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910096,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910097,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910098,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910099,Women,Personal Care,Makeup,Compact,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910100,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910101,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910102,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910103,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910104,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910105,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910106,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910107,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910108,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910109,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910110,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910111,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910112,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910113,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910114,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910115,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910116,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910117,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910118,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910119,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910120,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910121,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910122,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910123,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910124,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910125,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910126,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910127,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910128,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910129,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910130,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910131,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910132,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910133,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910134,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910135,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910136,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910137,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910138,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910139,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910140,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910141,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910142,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910143,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910144,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910145,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910146,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910147,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910148,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910149,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910150,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910151,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910152,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910153,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910154,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910155,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910156,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910157,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910158,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910159,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910160,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910161,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910162,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910163,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910164,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910165,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910166,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910167,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910168,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910169,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910170,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910171,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910172,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910173,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910174,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910175,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910176,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910177,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910178,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910179,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910180,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910181,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910182,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910183,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910184,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910185,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910186,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910187,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910188,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910189,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910190,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910191,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910192,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910193,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910194,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910195,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910196,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910197,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910198,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910199,Women,Personal Care,Makeup,Concealer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910200,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910201,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910202,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910203,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910204,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910205,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910206,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910207,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910208,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910209,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910210,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910211,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910212,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910213,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910214,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910215,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910216,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910217,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910218,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910219,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910220,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910221,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910222,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910223,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910224,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910225,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910226,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910227,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
